OBJECTID,SUB_DESCRIPTION,BUSINESS_NAME,BUSINESS_ADDRESS,EXPIRY_DATE,LICENSE_NUMBER,LICENSE_TYPE
447,A - New/Used Vehicle Sales,IMEX AUTO SALES INC.,597 MAIN ST W  HAMILTON ON L8P 1K9,2022/10/14 00:00:00+00,14 137783 07 1R,Public Garage
448,D - Parking Lot,IMPERIAL PARKING CANADA CORPORATION O/A IMPARK,75 JOHN ST N  HAMILTON ON,2022/04/19 00:00:00+00,15 124186 07 1R,Public Garage
449,D - Parking Lot,IMPERIAL PARKING CANADA CORPORATION O/A IMPARK,19 BAY ST N  HAMILTON ON,2022/04/19 00:00:00+00,15 124235 07 1R,Public Garage
450,D - Parking Lot,IMPERIAL PARKING CANADA CORPORATION O/A IMPARK,15 KING ST W  HAMILTON ON L8P 1A3,2022/04/19 00:00:00+00,15 124446 07 1R,Public Garage
451,D - Parking Lot,IMPERIAL PARKING CANADA CORPORATION O/A IMPARK,165 JAMES ST S  HAMILTON ON,2022/04/19 00:00:00+00,15 124476 07 1R,Public Garage
452,D - Parking Lot,IMPERIAL PARKING CANADA CORPORATION O/A IMPARK,166 MAIN ST W  HAMILTON ON,2022/10/02 00:00:00+00,19 296841 02 1R,Public Garage
453,D - Parking Lot,IMPERIAL PARKING CORPORATION O/A IMPARK,44 HUGHSON ST N  HAMILTON ON,2022/01/27 00:00:00+00,14 280135 06 1R,Public Garage
454,D - Parking Lot,IMPERIAL PARKING CORPORATION O/A IMPARK,80 JOHN ST N  HAMILTON ON,2022/03/19 00:00:00+00,14 280136 06 1R,Public Garage
455,D - Parking Lot,IMPERIAL PARKING CORPORATION O/A IMPARK,140 JACKSON ST E  HAMILTON ON,2022/01/27 00:00:00+00,14 280138 06 1R,Public Garage
456,D - Parking Lot,IMPERIAL PARKING CORPORATION O/A IMPARK,18 MAIN ST E  HAMILTON ON,2022/03/02 00:00:00+00,14 280139 06 1R,Public Garage
457,D - Parking Lot,IMPERIAL PARKING CORPORATION O/A IMPARK,16 JAMES ST N  HAMILTON ON,2022/01/27 00:00:00+00,14 280143 06 1R,Public Garage
458,D - Parking Lot,IMPERIAL PARKING CORPORATION O/A IMPARK,114 MAIN ST W  HAMILTON ON,2022/03/02 00:00:00+00,14 280144 06 1R,Public Garage
459,B2 - Motor Repair,IMPORT AUTO WORKS INC.,33 MORLEY ST  HAMILTON ON,2022/08/27 00:00:00+00,14 261231 07 1R,Public Garage
460,D - Parking Lot,INDIGO PARK CANADA INC.,2 KING ST W  HAMILTON ON,2022/06/18 00:00:00+00,14 281304 07 1R,Public Garage
461,D - Parking Lot,INDIGO PARK CANADA INC.,18 JAMES ST S  HAMILTON ON L8P 2X9,2022/09/21 00:00:00+00,14 282875 07 1R,Public Garage
462,B1 - Body Shop/Motor Repair,INFINITE AUTO & COLLISION INC. O/A GIBSON AUTO COLLISION,250 GIBSON AVE  HAMILTON ON,2022/06/29 11:32:39+00,19 296894 01 1R,Public Garage
463,A - New/Used Vehicle Sales,INFINITE AUTO AND COLLISION,27 WHITFIELD AVE  HAMILTON ON,2022/07/12 15:43:40+00,21 299231 00 1R,Public Garage
464,B2 - Motor Repair,J. S. KALABASH ENTERPRISES LTD. O/A MR. LUBE #275,1487 MAIN ST W  HAMILTON ON L8S 1E1,2022/09/16 11:39:31+00,21 299379 00 1R,Public Garage
465,A - New/Used Vehicle Sales,JACKS AUTO SALES (HAMILTON) INC,1020 UPPER WELLINGTON ST  HAMILTON ON,2022/06/27 00:00:00+00,14 283200 07 1R,Public Garage
466,B2 - Motor Repair,JACKS AUTO SERVICE INC,160 HESTER ST  HAMILTON ON,2022/01/30 00:00:00+00,15 287217 06 1R,Public Garage
467,B2 - Motor Repair,JAMES WARREN AUTO SERVICE INC.,350 LEASIDE AVE  STONEY CREEK ON,2022/11/17 00:00:00+00,14 277550 07 1R,Public Garage
468,A - New/Used Vehicle Sales,JASMIN COMPANY LIMITED,1220 KING ST E  HAMILTON ON,2022/10/10 00:00:00+00,14 286869 07 1R,Public Garage
469,B2 - Motor Repair,JB AUTO SERVICE INC. ,315 OLD BROCK RD  FLAMBOROUGH ON,2022/03/11 00:00:00+00,15 221321 06 1R,Public Garage
470,B2 - Motor Repair,JED AUTOMOTIVE,480 GRAYS RD  HAMILTON ON,2022/04/21 12:07:14+00,16 290895 05 1R,Public Garage
471,B2 - Motor Repair,JERSEYVILLE GARAGE,2623 WILSON ST W  ANCASTER ON,2022/03/30 00:00:00+00,15 177582 06 1R,Public Garage
472,D - Parking Lot,JESSETT INVESTMENTS LIMITED,100 KING WILLIAM ST  HAMILTON ON,2022/02/25 00:00:00+00,15 278031 06 1R,Public Garage
473,E - Car Wash,JET CLEAN CAR WASH LTD.,41 RYMAL RD W  HAMILTON ON,2022/06/25 00:00:00+00,14 277196 07 1R,Public Garage
474,B2 - Motor Repair,JIFFY LUBE,544 LIMERIDGE RD E  HAMILTON ON,2022/02/07 00:00:00+00,16 124533 06 1R,Public Garage
475,A - New/Used Vehicle Sales,JIM PETERS MOTORS LTD,203 CANNON ST E  HAMILTON ON,2022/04/10 00:00:00+00,15 199983 06 1R,Public Garage
476,Multiple Use Garage,JIMMY D. COVERDALE LIMITED,955 REGIONAL RD 97  FLAMBOROUGH ON,2022/03/29 00:00:00+00,14 282376 06 1R,Public Garage
477,Multiple Use Garage,JOE'S GARAGE SALES & SERVICE,1490 MAIN ST E  HAMILTON ON,2022/03/16 00:00:00+00,15 222701 06 1R,Public Garage
478,B2 - Motor Repair,JOHN AUTO SERVICE,61 EAST 34TH ST  HAMILTON ON,2023/01/06 00:00:00+00,14 245309 07 1R,Public Garage
479,Multiple Use Garage,JOHN BEAR BUICK CHEVROLET GMC CADILLAC LTD,1200 UPPER JAMES ST  HAMILTON ON,2023/01/26 00:00:00+00,14 256108 07 1R,Public Garage
480,Multiple Use Garage,JOHNSTON MOTOR SALES CO. LIMITED,1350 UPPER JAMES ST  HAMILTON ON,2022/06/13 00:00:00+00,15 124129 07 1R,Public Garage
481,B2 - Motor Repair,J'S AUTOMOTIVE,1395 SANDHILL DR 30 ANCASTER ON L9G 4V5,2022/07/22 10:24:38+00,21 298990 00 1R,Public Garage
482,Multiple Use Garage,JSP MOTORS,195 KENILWORTH AVE N  HAMILTON ON,2022/03/05 10:53:38+00,19 295615 02 1R,Public Garage
483,A - New/Used Vehicle Sales,JUST VETTE'N AROUND,1060 RYMAL RD E  HAMILTON ON,2022/12/04 00:00:00+00,14 287020 07 1R,Public Garage
484,B2 - Motor Repair,KAFZAR AUTOMOTIVE INCORPORATED,265 CENTENNIAL PKWY N  HAMILTON ON L8E 4Y5,2022/05/24 11:42:56+00,16 291035 05 1R,Public Garage
485,Multiple Use Garage,KELLY'S CYCLE CENTRE LTD,1042 UPPER WELLINGTON ST  HAMILTON ON,2022/07/24 00:00:00+00,15 124274 07 1R,Public Garage
486,B2 - Motor Repair,KEN AUTO SERVICE,139 CANNON ST E  HAMILTON ON,2022/06/12 00:00:00+00,14 284632 07 1R,Public Garage
487,B2 - Motor Repair,KENILWORTH SPRING & SUSPENSION,540 RENNIE ST  HAMILTON ON,2022/08/13 09:23:31+00,19 296260 02 1R,Public Garage
488,Multiple Use Garage,KENWORTH HAMILTON-A DIVISION OF KENWORTH TORONTO ,185 BARTON ST  STONEY CREEK ON,2022/10/04 00:00:00+00,15 175128 07 1R,Public Garage
489,A - New/Used Vehicle Sales,KH MOTORS INC. ,257 CENTENNIAL PKWY N  HAMILTON ON,2022/12/16 16:30:01+00,21 299943 00 1R,Public Garage
490,A - New/Used Vehicle Sales,KING WEST MOTORS,350 HWY 8  STONEY CREEK ON,2022/10/01 15:23:32+00,21 299461 00 1R,Public Garage
491,Multiple Use Garage,KIRBY INTERNATIONAL  TRUCKS LTD O/A ALTRUCK INTERN,2 ARROWSMITH RD  HAMILTON ON,2022/06/25 00:00:00+00,15 124413 07 1R,Public Garage
492,Multiple Use Garage,KMC AUTO INC.,361 GRAYS RD  HAMILTON ON L8E 2Z1,2022/09/03 00:00:00+00,15 124301 07 1R,Public Garage
493,B2 - Motor Repair,KOMPRESSORS AUTO WORLD INC.,245 BARTON ST  STONEY CREEK ON,2022/05/27 00:00:00+00,14 277026 07 1R,Public Garage
494,A - New/Used Vehicle Sales,KROWN AUTO SALES,366 VICTORIA AVE N  HAMILTON ON,2022/10/22 00:00:00+00,14 280574 07 1R,Public Garage
495,A - New/Used Vehicle Sales,KUEVIAKOE EKUE O/A JIREH,758 KING ST E  HAMILTON ON L8M 1A5,2023/01/05 15:28:03+00,20 298521 01 1R,Public Garage
496,B1 - Body Shop/Motor Repair,KUEVIAKOE EKUE O/A JIREH,55 HILLYARD ST  HAMILTON ON,2023/01/05 15:34:58+00,20 298523 01 1R,Public Garage
497,Multiple Use Garage,K-WAY AUTOMOBILE LEASING LTD,116 WILSON ST E  ANCASTER ON,2022/04/30 00:00:00+00,14 178258 07 1R,Public Garage
498,B2 - Motor Repair,LAZ AUTO SERVICE,151 SWAYZE RD  GLANBROOK ON,2023/01/15 00:00:00+00,14 285739 06 1R,Public Garage
499,A - New/Used Vehicle Sales,LEGENDS AUTO SALES INC.,145 MELVIN AVE  HAMILTON ON L8H 5V2,2022/02/06 00:00:00+00,15 287252 06 1R,Public Garage
500,B2 - Motor Repair,LIQUI-FORCE SERVICES ONTARIO INC.,50 BITTERN ST  ANCASTER ON,2022/04/20 00:00:00+00,15 287510 06 1R,Public Garage
501,Multiple Use Garage,LOCKE ON KING AUTO INC.,790 KING ST W  HAMILTON ON L8S 1K1,2022/06/08 10:00:56+00,16 290965 05 1R,Public Garage
502,Multiple Use Garage,LOCKE STREET TIRE & AUTOMOTIVE INC,87 LOCKE ST S  HAMILTON ON L8R 4A3,2022/10/11 00:00:00+00,14 190268 07 1R,Public Garage
503,B2 - Motor Repair,LOCKE STREET TIRE & AUTOMOTIVE INC.,260 LOCKE ST S  HAMILTON ON L8R 4B9,2022/03/17 00:00:00+00,15 277923 06 1R,Public Garage
504,Multiple Use Garage,LONE AUTO CENTRE,448 HWY 8  STONEY CREEK ON,2022/02/28 00:00:00+00,15 176349 06 1R,Public Garage
505,A - New/Used Vehicle Sales,LOVELY AUTO SALES LIMITED,1574 BARTON ST E  HAMILTON ON L8H 2X8,2022/04/20 13:27:12+00,17 292278 04 1R,Public Garage
506,B3 - Body Shop,LUCARELLI HOLDINGS LTD.  O/A ONTARIO AUTO COLLISION,498 ARVIN AVE  STONEY CREEK ON,2022/08/22 00:00:00+00,14 169863 07 1R,Public Garage
507,B2 - Motor Repair,LUCKY BEAR SERVICES LTD,490 ARVIN AVE  STONEY CREEK ON L8E 2M9,2022/10/18 00:00:00+00,14 170580 07 1R,Public Garage
508,B2 - Motor Repair,LYNDEN COMMUNITY GARAGE INC,23 LYNDEN RD  FLAMBOROUGH ON,2022/09/16 00:00:00+00,14 227902 07 1R,Public Garage
509,Multiple Use Garage,M & M AUTOMOTIVE AND TOWING,3243 HOMESTEAD DR  GLANBROOK ON,2022/12/09 00:00:00+00,14 209759 07 1R,Public Garage
510,B2 - Motor Repair,M&N ONTARIO INC. O/A MOHAWK AUTO CENTRE,856 UPPER SHERMAN AVE  HAMILTON ON L8V 3N1,2022/09/13 10:51:32+00,18 294758 03 1R,Public Garage
511,A - New/Used Vehicle Sales,M.G. AUTO SALES,6 DUNBAR AVE  HAMILTON ON,2022/12/13 00:00:00+00,14 281360 07 1R,Public Garage
512,B2 - Motor Repair,M.R. EAST END AUTOMOTIVE INC,2345 BARTON ST E  HAMILTON ON,2022/05/01 00:00:00+00,14 285805 07 1R,Public Garage
513,Multiple Use Garage,MACK SALES & SERVICE OF STONEY CREEK,330 SOUTH SERVICE RD  STONEY CREEK ON,2022/05/25 00:00:00+00,14 170004 07 1R,Public Garage
514,B2 - Motor Repair,MACTEK TECHNOLOGIES INC.,1864 BRAMPTON ST  HAMILTON ON,2022/06/08 11:07:22+00,18 294398 00 1R,Public Garage
515,A - New/Used Vehicle Sales,MAIN WEST AUTO SALES LTD.,1064 HWY 8  STONEY CREEK ON,2022/05/15 00:00:00+00,15 287587 06 1R,Public Garage
516,A - New/Used Vehicle Sales,MANI AUTO SALES INC.,3761 HWY 6  GLANBROOK ON,2022/10/23 00:00:00+00,14 281212 07 1R,Public Garage
517,Multiple Use Garage,MAR-HAM AUTOMOTIVE INC.,57 RYMAL RD W  HAMILTON ON,2022/11/01 00:00:00+00,14 138050 07 1R,Public Garage
518,Multiple Use Garage,MARSHALL TRUCK & TRAILER REPAIR LIMITED,336 KENORA AVE  HAMILTON ON,2022/10/05 00:00:00+00,13 242882 07 1R,Public Garage
519,B2 - Motor Repair,MARTINS AUTOMOTIVE CENTRE,541 KENILWORTH AVE N  HAMILTON ON,2022/09/28 16:27:54+00,18 294879 03 1R,Public Garage
520,B2 - Motor Repair,MASON CONSTRUCTION,837 BARTON ST  STONEY CREEK ON,2023/01/23 00:00:00+00,14 276641 07 1R,Public Garage
521,A - New/Used Vehicle Sales,MATKATH CORPORATION O/A MATKATH AUTO SALES ,925 QUEENSDALE AVE E  HAMILTON ON,2022/06/09 11:26:44+00,16 291127 05 1R,Public Garage
522,B2 - Motor Repair,MCDOUGALL'S GARAGE,63 KING ST E  STONEY CREEK ON,2022/11/29 00:00:00+00,15 175138 07 1R,Public Garage
523,A - New/Used Vehicle Sales,MCLEOD AUCTIONS LTD,151 SWAYZE RD  GLANBROOK ON,2022/05/04 13:43:48+00,17 292297 04 1R,Public Garage
524,D - Parking Lot,MCMASTER INNOVATION PARK,175 LONGWOOD RD S  HAMILTON ON L8S 1S4,2022/10/25 12:49:52+00,16 291593 05 1R,Public Garage
525,D - Parking Lot,MCMASTER INNOVATION PARK,167 LONGWOOD RD S  HAMILTON ON,2022/10/27 08:51:03+00,16 291594 05 1R,Public Garage
526,D - Parking Lot,MCMASTER INNOVATION PARK,200 LONGWOOD RD S  HAMILTON ON L8S 1S6,2022/10/25 12:56:40+00,16 291595 05 1R,Public Garage
527,D - Parking Lot,"McMaster University Director, Security and Parking",1280 MAIN ST W  HAMILTON ON L8S 4K1,2022/11/28 13:03:49+00,16 291735 05 1R,Public Garage
528,D - Parking Lot,"McMaster University Director, Security and Parking",162 WARD AVE  HAMILTON ON L8S 2G2,2022/11/28 15:30:31+00,16 291736 05 1R,Public Garage
529,D - Parking Lot,"McMaster University Director, Security and Parking",100 MAIN ST W  HAMILTON ON,2022/11/28 15:18:15+00,16 291738 05 1R,Public Garage
530,D - Parking Lot,"McMaster University Director, Security and Parking",4 COOTES DR  HAMILTON ON L9H 1A9,2022/11/29 09:45:53+00,16 291740 05 1R,Public Garage
531,B2 - Motor Repair,MCPHAIL BROS AUTOMOTIVE INC,2117 KING ST E  HAMILTON ON,2022/07/05 09:53:36+00,19 296259 02 1R,Public Garage
532,A - New/Used Vehicle Sales,MEDIC AUTO SALES,2411 BARTON ST E REAR HAMILTON ON,2022/06/05 00:00:00+00,14 255879 07 1R,Public Garage
533,B2 - Motor Repair,MERONE TRUCK TRAILER REPAIR LTD,579 WOODWARD AVE  HAMILTON ON,2022/07/30 00:00:00+00,14 284932 07 1R,Public Garage
534,B2 - Motor Repair,MERTZANIS AUTO SERVICES & VARIETY STORE,3155 HOMESTEAD DR  GLANBROOK ON,2022/07/03 00:00:00+00,14 199051 07 1R,Public Garage
535,Multiple Use Garage,METRO COLLISION SERVICES INC.,475 SEAMAN ST  STONEY CREEK ON,2022/08/27 00:00:00+00,11 280293 07 1R,Public Garage
536,Multiple Use Garage,METRO FREIGHTLINER HAMILTON,475 SEAMAN ST  STONEY CREEK ON,2022/02/16 00:00:00+00,14 279098 06 1R,Public Garage
537,B2 - Motor Repair,MIGHTY BEE AUTOMOTIVE,931 QUEENSTON RD  STONEY CREEK ON L8G 1B8,2022/07/17 00:00:00+00,14 284798 07 1R,Public Garage
538,A - New/Used Vehicle Sales,MIKE MOTORS LTD,1053 CANNON ST E  HAMILTON ON,2022/02/06 00:00:00+00,15 175255 06 1R,Public Garage
539,A - New/Used Vehicle Sales,MILLS TOWING INC.,1 PORTSIDE ST  GLANBROOK ON,2022/09/08 00:00:00+00,14 261278 07 1R,Public Garage
540,B2 - Motor Repair,MISTER RANSMISSION STORE INC O/A MISTER TRANSMISSION,265 CENTENNIAL PKWY N  HAMILTON ON L8E 4Y5,2022/03/20 10:20:16+00,19 295633 02 1R,Public Garage
541,Multiple Use Garage,MOHAWK FORD SALES (1996) LIMITED,930 UPPER JAMES ST  HAMILTON ON,2022/07/30 00:00:00+00,15 124252 07 1R,Public Garage
542,A - New/Used Vehicle Sales,MOTA AUTO SALES,24 CLARK AVE  HAMILTON ON,2022/08/06 00:00:00+00,13 278580 07 1R,Public Garage
543,B2 - Motor Repair,MOTOR-BIKE.CA,55 LANCING DR  HAMILTON ON,2022/03/30 00:00:00+00,15 287387 06 1R,Public Garage
544,A - New/Used Vehicle Sales,MOTORMAX AUTO SALES,521 BARTON ST E  HAMILTON ON,2022/04/22 00:00:00+00,14 276966 07 1R,Public Garage
545,B2 - Motor Repair,MOUNTAIN AUTO TECH,1154 RYMAL RD E  HAMILTON ON,2022/08/07 00:00:00+00,14 278702 07 1R,Public Garage
546,B2 - Motor Repair,MOUNTAIN TIRE LTD.,593 CONCESSION ST  HAMILTON ON,2022/06/17 14:30:59+00,16 291157 05 1R,Public Garage
547,B2 - Motor Repair,MS TIRE AND SERVICES,254 KENILWORTH AVE N  HAMILTON ON,2022/11/07 15:15:57+00,18 295138 03 1R,Public Garage
548,B2 - Motor Repair,MSM AUTO TECH LTD (2586376 ONT INC),344 OLD BROCK RD  FLAMBOROUGH ON,2022/08/17 09:33:43+00,17 292761 04 1R,Public Garage
549,B2 - Motor Repair,MURRAY'S MOBILE SERVICE LTD.,510 4TH CON RD W  FLAMBOROUGH,2022/05/25 00:00:00+00,14 171731 07 1R,Public Garage
550,B2 - Motor Repair,NAJEMS AUTO SERVICES INC.,1555 KING ST E  HAMILTON ON,2022/12/10 00:00:00+00,14 285430 07 1R,Public Garage
551,B2 - Motor Repair,NATIONAL TRUCK & CAR REPAIR,160 BROCKLEY DR  HAMILTON ON,2022/02/14 00:00:00+00,16 124456 06 1R,Public Garage
552,B2 - Motor Repair,NEW MILLENIUM TIRE HAMILTON INC,50 COVINGTON ST  HAMILTON ON,2022/05/20 00:00:00+00,14 286319 07 1R,Public Garage
553,B2 - Motor Repair,NICK'S AUTO SERVICE,406 BARTON ST E  HAMILTON ON L8L 2Y3,2022/09/10 00:00:00+00,15 124637 07 1R,Public Garage
554,A - New/Used Vehicle Sales,NJ MOTORS,990 KING ST E  HAMILTON ON,2022/11/07 11:57:39+00,16 291628 05 1R,Public Garage
555,A - New/Used Vehicle Sales,NO LIMIT AUTOMOTIVE,350 HWY 8  STONEY CREEK ON,2022/10/27 09:00:48+00,21 299763 00 1R,Public Garage
556,D - Parking Lot,NORTHWEST HEALTHCARE PROPERTIES CORPORATION,849 UPPER WENTWORTH ST  HAMILTON ON,2022/03/01 10:50:15+00,17 292014 04 1R,Public Garage
557,B1 - Body Shop/Motor Repair,OAKLAND AUTOBODY INC,139 OAK AVE  HAMILTON ON,2022/08/26 00:00:00+00,14 252028 07 1R,Public Garage
558,B2 - Motor Repair,OAKVILLE TRAILERS LTD,53 DUNDAS ST E  FLAMBOROUGH ON,2023/01/12 14:20:14+00,21 299745 00 1R,Public Garage
559,Multiple Use Garage,ONS AUTO,244 MARY ST  HAMILTON ON,2022/06/20 00:00:00+00,19 296248 02 1R,Public Garage
560,B1 - Body Shop/Motor Repair,ONTARIO AUTO COLLISION CARSTAR,605 GARNER RD E  ANCASTER ON,2022/09/25 00:00:00+00,14 177350 07 1R,Public Garage
561,B2 - Motor Repair,ONTARIO CORPORATION NUMBER 002850545 - O/A KROWN TIRES INC.,100 QUEENSTON RD  HAMILTON ON,2022/12/09 14:02:56+00,21 299407 00 1R,Public Garage
562,B2 - Motor Repair,ONTARIO TIRE & AUTO REPAIR,1960 BARTON ST E  HAMILTON ON,2022/03/12 00:00:00+00,15 279588 06 1R,Public Garage
563,A - New/Used Vehicle Sales,OPULENT NORTH AMERICA INC.,195 HESS ST N  HAMILTON ON,2023/01/23 15:33:26+00,17 291923 05 1R,Public Garage
564,B2 - Motor Repair,ORIOLE TRUCK AND TRAILER REPAIR CENTER INCORPORATED,11 ORIOLE AVE  STONEY CREEK ON,2022/07/23 12:26:25+00,20 297305 01 1R,Public Garage
565,B3 - Body Shop,OTTAWA AUTO BODY REPAIRS & SALES LIMITED,60 LANCING DR  HAMILTON ON,2022/05/23 00:00:00+00,13 193557 07 1R,Public Garage
566,A - New/Used Vehicle Sales,OTTO'S AUTOS,1191 KING ST E  HAMILTON ON,2022/09/10 00:00:00+00,15 124145 07 1R,Public Garage
567,Multiple Use Garage,OZLO'S REPAIR SHOPPE,1050 REGIONAL ROAD 56  GLANBROOK ON,2022/03/11 09:51:06+00,16 290769 05 1R,Public Garage
568,A - New/Used Vehicle Sales,PACT AUTO RENTAL INC.,251 OTTAWA ST N  HAMILTON ON,2022/02/11 00:00:00+00,15 283899 06 1R,Public Garage
569,B2 - Motor Repair,PALING TRASPORTER LTD. ,409 NASH RD N  HAMILTON ON,2022/05/18 16:03:45+00,14 281250 07 1R,Public Garage
570,B2 - Motor Repair,PANKHURST AUTO RESTORATION,4 PORTSIDE ST  GLANBROOK ON,2022/08/14 00:00:00+00,19 296307 02 1R,Public Garage
571,A - New/Used Vehicle Sales,PARADIGM AUTOMOTIVE CORP. O/A PARADIGM FLEET SERVICES,371 BARTON ST  STONEY CREEK ON,2023/01/13 12:08:22+00,20 297275 02 1R,Public Garage
572,Multiple Use Garage,PARK AUTO SALES,216 DUNDURN ST S  HAMILTON ON L8P 4K3,2022/12/03 00:00:00+00,17 291859 05 1R,Public Garage
573,D - Parking Lot,PARK SMART INC.,225 JOHN ST S  HAMILTON ON L8N 2C7,2022/02/18 00:00:00+00,15 287308 06 1R,Public Garage
574,A - New/Used Vehicle Sales,PARKDALE EAST AUTO & TRUCK CENTRE,77 PARKDALE AVE N  HAMILTON ON,2023/01/14 00:00:00+00,14 131529 07 1R,Public Garage
575,Multiple Use Garage,PARKDALE SALES & SERVICE,302 QUEENSTON RD  HAMILTON ON,2022/08/28 00:00:00+00,15 124302 07 1R,Public Garage
576,Multiple Use Garage,PARKDALE SPRING TRUCK REPAIR LTD.,1880 BRAMPTON ST  HAMILTON ON,2022/04/01 10:04:14+00,19 295622 02 1R,Public Garage
577,Multiple Use Garage,PAUL CROSSMAN INC O/A PUTNEY'S ALIGNMENT & BRAKE SERVICE,574 WENTWORTH ST N  HAMILTON ON,2022/04/16 00:00:00+00,16 124286 06 1R,Public Garage
578,A - New/Used Vehicle Sales,PAUL DALEO MOTORS,22 KING ST E  DUNDAS ON,2022/05/14 00:00:00+00,14 275862 07 1R,Public Garage
579,Multiple Use Garage,PAUL'S AUTO SERVICE,102 WENTWORTH ST N  HAMILTON ON,2022/09/05 09:32:51+00,19 296654 02 1R,Public Garage
580,A - New/Used Vehicle Sales,PEACHWOOD MOTORS,548 HWY 8  STONEY CREEK ON,2022/04/22 11:25:17+00,19 296005 02 1R,Public Garage
581,Multiple Use Garage,PEAK AUTO SALES & SERVICE LTD,255 SHERMAN AVE N  HAMILTON ON,2022/03/11 00:00:00+00,20 249879 06 1R,Public Garage
582,A - New/Used Vehicle Sales,PEAK ONTARIO AUTO SALES LTD.,255 SHERMAN AVE N  HAMILTON ON,2022/12/02 00:00:00+00,14 285485 07 1R,Public Garage
583,A - New/Used Vehicle Sales,PELICAN MOTORS,308 CROCKETT ST  HAMILTON ON L8V 1H6,2022/08/09 12:21:17+00,18 294571 03 1R,Public Garage
584,Multiple Use Garage,PENSKE TRUCK LEASING CANADA INC,510 SOUTH SERVICE RD  STONEY CREEK ON,2022/04/29 14:34:59+00,20 297703 01 1R,Public Garage
585,Multiple Use Garage,PERFORMANCE PLUS AUTOMOTIVE,987 HWY 6  FLAMBOROUGH ON,2022/05/11 00:00:00+00,14 171757 07 1R,Public Garage
586,B3 - Body Shop,PETERS PAINT AND BODY,1060 RYMAL RD E  HAMILTON ON,2022/08/21 14:55:48+00,18 295067 02 1R,Public Garage
587,Multiple Use Garage,PETRA AUTO TRADE CENTRE INC,2289 BARTON ST E  HAMILTON ON,2022/06/12 00:00:00+00,15 287694 06 1R,Public Garage
588,B2 - Motor Repair,PJ'S AUTO,710 CANNON ST E  HAMILTON ON,2022/05/10 11:37:50+00,17 292261 04 1R,Public Garage
589,A - New/Used Vehicle Sales,PLAIN & SIMPLE AUTO ELECTRIC O/A BRIAN'S AUTO SALES,107 BINBROOK RD  GLANBROOK ON,2022/03/22 14:24:33+00,21 298829 00 1R,Public Garage
590,A - New/Used Vehicle Sales,PLAZA N AUTO LP O/A PLAZA NISSAN ,1545 UPPER JAMES ST  HAMILTON ON,2022/11/19 16:29:23+00,21 299802 00 1R,Public Garage
591,B2 - Motor Repair,POLFIX AUTOMOTIVE SALES AND SERVICES LTD.,221 GAGE AVE N  HAMILTON ON,2022/09/21 15:25:02+00,16 291400 05 1R,Public Garage
592,Multiple Use Garage,POOLE'S CYCLE LTD,215 PARKDALE AVE N  HAMILTON ON,2022/12/11 00:00:00+00,14 124136 08 1R,Public Garage
593,Multiple Use Garage,PRECISE AUTO SERVICE & PARKVIEW AUTO,885 HWY 8  STONEY CREEK ON,2022/06/19 00:00:00+00,14 278523 07 1R,Public Garage
594,D - Parking Lot,PRECISE PARKLINK ,112 HUGHSON ST S  HAMILTON ON,2022/11/21 00:00:00+00,14 283712 07 1R,Public Garage
595,D - Parking Lot,PRECISE PARKLINK INC,100 WEST 5TH ST  HAMILTON ON,2023/02/12 00:00:00+00,14 286349 07 1R,Public Garage
596,D - Parking Lot,PRECISE PARKLINK INC,50 CHARLTON AVE E  HAMILTON ON,2022/11/25 00:00:00+00,14 286350 07 1R,Public Garage
597,D - Parking Lot,PRECISE PARKLINK INK,301 JAMES ST S  HAMILTON ON,2022/04/16 10:10:37+00,19 295805 02 1R,Public Garage
598,Multiple Use Garage,PRO MOTORS AUTO SERVICES,1060 RYMAL RD E  HAMILTON ON,2022/02/05 00:00:00+00,15 174792 06 1R,Public Garage
599,Multiple Use Garage,PTG MISSISSAUGA ENTERPRISES LIMITED PARTNERSHIP O/A PREMIER TRUCK GROUP OF HAMILTON,1831 BARTON ST E  HAMILTON ON,2022/05/24 10:34:54+00,18 294111 03 1R,Public Garage
600,Multiple Use Garage,QUANG AUTO REPAIR,1878 KING ST E  HAMILTON ON,2023/02/22 00:00:00+00,14 283217 07 1R,Public Garage
601,Multiple Use Garage,QUEENSTON CHEV OLDS/SETAY MOTORS INC,282 CENTENNIAL PKWY N  HAMILTON ON L8E 2X4,2022/10/01 00:00:00+00,15 124692 07 1R,Public Garage
602,B2 - Motor Repair,QUEENSTON CHEV OLDS/SETAY MOTORS INC,265 CENTENNIAL PKWY N  HAMILTON ON L8E 4Y5,2022/12/08 09:39:22+00,20 297687 01 1R,Public Garage
603,B2 - Motor Repair,QUEENSTON TIRE & RIM CENTENNIAL INC.,225 UPPER CENTENNIAL PKWY  STONEY CREEK ON,2022/04/12 00:00:00+00,15 270464 06 1R,Public Garage
604,B2 - Motor Repair,QUEENSTON TIRE (HAMILTON) LTD.,145 QUEENSTON RD  HAMILTON ON L8K 1B5,2022/12/18 00:00:00+00,15 290435 06 1R,Public Garage
605,A - New/Used Vehicle Sales,R J L AUTO SALES INC,1124 RYMAL RD E  HAMILTON ON,2022/10/08 00:00:00+00,15 124570 07 1R,Public Garage
