OBJECTID,SUB_DESCRIPTION,BUSINESS_NAME,BUSINESS_ADDRESS,EXPIRY_DATE,LICENSE_NUMBER,LICENSE_TYPE
1,A - New/Used Vehicle Sales,002805051 ONTARIO CORP O/A MASTER CAR RENTAL INC.,1094 UPPER SHERMAN AVE  HAMILTON ON,2022/12/03 14:19:48+00,21 299889 00 1R,Public Garage
2,Multiple Use Garage,0850038 BC LTD (CORPORATION NO. 1824887) O/A KAL TIRE,696 ARVIN AVE  STONEY CREEK ON,2022/09/24 13:01:41+00,19 295591 02 1R,Public Garage
3,B2 - Motor Repair,0850038 BC LTD (CORPORATION NO. 1824887) O/A KAL TIRE,1275 MAIN ST E  HAMILTON ON,2022/02/17 10:04:52+00,20 297385 00 1R,Public Garage
4,B2 - Motor Repair,1000015000 ONTARIO INC. O/A WILLSON AUTO,588 UPPER SHERMAN AVE  HAMILTON ON,2023/01/14 12:14:27+00,21 299840 00 1R,Public Garage
5,A - New/Used Vehicle Sales,1053038 ONTARIO INC. O/A STERLING HONDA,1821 UPPER JAMES ST  GLANBROOK ON,2022/01/28 07:39:29+00,20 298454 00 1R,Public Garage
6,Multiple Use Garage,1053038 ONTARIO LIMITED  O/A STERLING HONDA,1495 UPPER JAMES ST  HAMILTON ON,2022/06/27 00:00:00+00,14 181322 07 1R,Public Garage
7,A - New/Used Vehicle Sales,10623458 CANADA INC. O/A DRIVATO,61 DALHOUSIE AVE  HAMILTON ON,2022/08/16 13:38:48+00,18 294618 03 1R,Public Garage
8,A - New/Used Vehicle Sales,1077220 ONTARIO INC. O/A DEWILDT CAR SALES ,450 LAKE AVE N  HAMILTON ON,2022/05/24 00:00:00+00,14 159836 07 1R,Public Garage
9,A - New/Used Vehicle Sales,1097409 ONTARIO INC. O/A ROCKCLIFF AUTO,56 KENILWORTH AVE N  HAMILTON ON,2022/05/08 09:13:08+00,17 292341 04 1R,Public Garage
10,A - New/Used Vehicle Sales,1105729 ONTARIO INC O/A PENINSULA TOWING,858 NEBO RD  GLANBROOK ON,2022/10/17 00:00:00+00,14 284951 07 1R,Public Garage
11,A - New/Used Vehicle Sales,1105729 ONTARIO INC. O/A CLASSIC TOWING,858 NEBO RD  GLANBROOK ON,2023/01/09 00:00:00+00,18 283851 07 1R,Public Garage
12,B2 - Motor Repair,1112861 ONTARIO LIMITED  O/A LAST CHANCE GARAGE,449 UPPER GAGE AVE  HAMILTON ON,2022/05/14 00:00:00+00,14 102145 07 1R,Public Garage
13,A - New/Used Vehicle Sales,1121211 ONTARIO INC. O/A PARKDALE AUTO CENTRE,115 PARKDALE AVE N  HAMILTON ON,2022/07/21 15:16:51+00,17 292714 04 1R,Public Garage
14,Multiple Use Garage,1140424 ONTARIO INC,373 WENTWORTH ST N  HAMILTON ON,2022/02/02 00:00:00+00,16 124602 06 1R,Public Garage
15,Multiple Use Garage,1145678 ONTARIO LIMITED O/A AUDI,1215 UPPER JAMES ST  HAMILTON ON,2022/09/08 08:47:36+00,19 296402 02 1R,Public Garage
16,Multiple Use Garage,1145678 ONTARIO LIMITED O/A HAMILTON VOLKSWAGEN/AUDI,1221 UPPER JAMES ST  HAMILTON ON,2022/09/10 00:00:00+00,15 124516 07 1R,Public Garage
17,B2 - Motor Repair,11528963 CANADA INC,371 BARTON ST  STONEY CREEK ON,2022/02/27 09:02:28+00,20 297298 01 1R,Public Garage
18,B3 - Body Shop,11791028 CANADA INC. O/A CARFIX AUTO RESTORE,776 BURLINGTON ST E  HAMILTON ON L8L 4K3,2022/03/24 12:50:14+00,20 298307 00 1R,Public Garage
19,A - New/Used Vehicle Sales,1219738 ONT INC. O/A INTERNATIONAL AUTO SALES,2553 BARTON ST E  HAMILTON ON,2022/06/06 00:00:00+00,14 282594 07 1R,Public Garage
20,B2 - Motor Repair,1262247 ONT. INC O/A GRIFFITHS AUTOMOTIVE,1060 RYMAL RD E  HAMILTON ON,2022/09/16 00:00:00+00,14 255902 07 1R,Public Garage
21,Multiple Use Garage,1262252 ONTARIO INC O/A SAM'S SERVICE CENTRE,654 RYMAL RD E  HAMILTON ON,2022/10/22 00:00:00+00,15 124270 07 1R,Public Garage
22,B2 - Motor Repair,1290712 O/A HAMILTON AUTO & COOLING,1028 UPPER WELLINGTON ST  HAMILTON ON,2022/04/20 00:00:00+00,15 100750 06 1R,Public Garage
23,A - New/Used Vehicle Sales,1297748 ONTARIO INC. O/A WAYNE'S AUTO WORLD,303 QUEENSTON RD  HAMILTON ON,2022/11/12 00:00:00+00,15 288309 06 1R,Public Garage
24,Multiple Use Garage,1298199 ONTARIO INC.,1134 CANNON ST E  HAMILTON ON L8L 2J8,2022/04/12 00:00:00+00,15 155805 06 1R,Public Garage
25,B3 - Body Shop,1322270 ONTARIO LIMITED O/A MILES COLLISION,2481 UPPER JAMES ST  GLANBROOK ON,2022/05/07 00:00:00+00,14 248796 07 1R,Public Garage
26,A - New/Used Vehicle Sales,1322553 ONTARIO INC O/A HOLLIS AUTO SALES,2795 BARTON ST E 3 HAMILTON ON,2022/10/16 00:00:00+00,14 283511 07 1R,Public Garage
27,D - Parking Lot,1371738 ONTARIO INC O/A LOCKE STREET PARKING,158 LOCKE ST S  HAMILTON ON,2022/08/05 00:00:00+00,15 287966 05 1R,Public Garage
28,B3 - Body Shop,1371781 ONTARIO INC. O/A BODY COMPANY INDUSTRIES,120 BROCKLEY DR  HAMILTON ON,2022/05/13 00:00:00+00,13 277708 07 1R,Public Garage
29,B2 - Motor Repair,1408030 ONTARIO INC  O/A  AUTO CLINIC OF FLAMBOROUGH,897 HWY 6  FLAMBOROUGH ON,2023/02/09 00:00:00+00,14 268078 07 1R,Public Garage
30,A - New/Used Vehicle Sales,1435474 ONTARIO INC O/A LONE AUTO SALES,314 OTTAWA ST N  HAMILTON ON,2022/02/16 11:49:02+00,21 298696 00 1R,Public Garage
31,B1 - Body Shop/Motor Repair,1454527 ONTARIO INC O/A WAYCO TRUCK AND TRAILER,2557 BARTON ST E  HAMILTON ON,2022/02/09 00:00:00+00,15 155489 06 1R,Public Garage
32,B2 - Motor Repair,1490608 ONTARIO INC O/A MISTER TRANSMISSION,1242 UPPER JAMES ST  HAMILTON ON,2022/03/04 08:59:31+00,18 295327 02 1R,Public Garage
33,Multiple Use Garage,1502686 ONTARIO INC,1800 BURLINGTON ST E  HAMILTON ON L8H 3L4,2022/03/04 00:00:00+00,15 287187 06 1R,Public Garage
34,Multiple Use Garage,1502702 ONTARIO INC O/A WESTTOWN AUTO,411 ABERDEEN AVE  HAMILTON ON L8P 2S1,2022/11/26 00:00:00+00,15 124225 07 1R,Public Garage
35,Multiple Use Garage,1527938 ONTARIO INC O/A SKY AUTO COLLISION,195 HESS ST N  HAMILTON ON,2022/09/26 00:00:00+00,14 274992 07 1R,Public Garage
36,B2 - Motor Repair,1562491 ONTARIO INC O/A OK TIRE & AUTO SERVICE,323 MILLEN RD  STONEY CREEK ON,2022/02/12 00:00:00+00,14 276380 06 1R,Public Garage
37,B2 - Motor Repair,1582967 ONTARIO INC O/A SAMPSON TRANSMISSION,1245 UPPER JAMES ST  HAMILTON ON,2022/11/25 00:00:00+00,14 285979 07 1R,Public Garage
38,Multiple Use Garage,1592795 ONTARIO INC. O/A MIKE'S AUTO ZONE AND TIRECRAFT,1853 UPPER JAMES ST  GLANBROOK ON,2022/09/27 11:14:19+00,17 292635 04 1R,Public Garage
39,B2 - Motor Repair,1598540 ONTARIO LTD O/A JONATHAN'S SWEDISH CAR REPAIR,436 CANNON ST E  HAMILTON ON,2022/03/12 08:45:28+00,18 294495 01 1R,Public Garage
40,Multiple Use Garage,1612464 ONTARIO LIMITED O/A OLD BROCK AUTO SALES,344 OLD BROCK RD  FLAMBOROUGH ON,2022/05/26 00:00:00+00,14 275820 07 1R,Public Garage
41,E - Car Wash,1621971 ONTARIO INC. o/a MAYS FRESH CUT FRIES,902 MAIN ST E  HAMILTON ON,2022/04/23 00:00:00+00,15 276949 06 1R,Public Garage
42,Multiple Use Garage,1643123 ONTARIO INC O/A BAY KING MOTORS,55 RYMAL RD E  HAMILTON ON,2022/05/03 00:00:00+00,14 284403 07 1R,Public Garage
43,B3 - Body Shop,1643123 ONTARIO INC O/A CSN-EAST MOUNTAIN COLLISION CENTER,230 LANCING DR  HAMILTON ON,2022/08/29 08:34:17+00,16 291261 05 1R,Public Garage
44,A - New/Used Vehicle Sales,1643123 ONTARIO INC. O/A BAY KING MOTORS,1600 UPPER JAMES ST  HAMILTON ON,2022/05/03 00:00:00+00,14 253668 07 1R,Public Garage
45,E - Car Wash,1643971 ONTARIO INC. O/A ESSO ON THE RUN,899 UPPER PARADISE RD  HAMILTON ON,2022/02/13 00:00:00+00,16 124463 06 1R,Public Garage
46,Multiple Use Garage,1649411 ONTARIO INC,55 HILLYARD ST  HAMILTON ON,2022/11/18 00:00:00+00,14 130707 07 1R,Public Garage
47,A - New/Used Vehicle Sales,1649416 ONTARIO INCORPORATED O/A PRECISION TOWING & FLATBED SERVICE,796 NEBO RD  GLANBROOK ON,2023/02/21 16:12:47+00,19 295537 03 1R,Public Garage
48,E - Car Wash,1678030 ONTARIO INC.,217 CANNON ST E  HAMILTON ON L8L 2A9,2022/09/25 00:00:00+00,13 281968 07 1R,Public Garage
49,D - Parking Lot,1687444 ONTARIO LIMITED,131 MAIN ST E  HAMILTON ON,2022/03/16 00:00:00+00,15 270447 06 1R,Public Garage
50,D - Parking Lot,1687444 ONTARIO LIMITED,180 KING ST E  HAMILTON ON,2022/03/16 00:00:00+00,15 270448 06 1R,Public Garage
51,E - Car Wash,1691016 ONTARIO INC O/A EZEE CLEAN CAR WASH,264 HWY 8  STONEY CREEK ON,2022/03/26 00:00:00+00,15 270547 06 1R,Public Garage
52,B2 - Motor Repair,1695192 ONTARIO INC,6 DUNBAR AVE  HAMILTON ON,2022/03/07 09:05:35+00,16 290619 05 1R,Public Garage
53,C - Service Station,1704271 ONTARIO INC,16 WILSON ST W  ANCASTER ON L9G 1N2,2022/05/02 10:24:47+00,18 293559 03 1R,Public Garage
54,B3 - Body Shop,1773298 ONTARIO LIMITED O/A FRANK'S AUTOBODY,560 RENNIE ST  HAMILTON ON,2022/02/25 12:46:11+00,19 296343 01 1R,Public Garage
55,B1 - Body Shop/Motor Repair,1775256 ONTARIO INC O/A FIX AUTO STONEY CREEK,325 MILLEN RD  STONEY CREEK ON,2022/01/28 11:37:21+00,19 296417 01 1R,Public Garage
56,A - New/Used Vehicle Sales,1778287 ONTARIO INC. O/A GEMAX TOWING,776 BURLINGTON ST E  HAMILTON ON L8L 4K3,2022/10/08 11:41:33+00,20 298227 01 1R,Public Garage
57,A - New/Used Vehicle Sales,1811142 ONTARIO INC O/A ATLAS AUTOMOTIVE,990 KING ST E  HAMILTON ON,2022/06/17 00:00:00+00,14 284706 07 1R,Public Garage
58,A - New/Used Vehicle Sales,1820420 ONTARIO INC. O/A A M AUTOMOTIVE,255 LANCING DR  HAMILTON ON,2022/12/24 09:21:19+00,20 298540 01 1R,Public Garage
59,B2 - Motor Repair,1820510 ONTARIO INC O/A XGM AUTOMOTIVE,1154 RYMAL RD E  HAMILTON ON,2022/07/28 00:00:00+00,14 280088 07 1R,Public Garage
60,B2 - Motor Repair,1837771 ONTARIO INC. O/A OVERDRIVE AUTOMOTIVE,241 TAPLEYTOWN RD  STONEY CREEK ON,2022/08/02 10:30:08+00,16 291286 05 1R,Public Garage
61,B2 - Motor Repair,1856890 RSK AUTOBODY SHOP INC O/A RSK AUTOMOTIVE SHOP,63 CANNON ST E  HAMILTON ON,2022/10/02 00:00:00+00,14 286649 07 1R,Public Garage
62,B2 - Motor Repair,1857582 ONTARIO INC O/A MIDAS AUTO SERVICE EXPERTS,760 QUEENSTON RD  HAMILTON ON,2022/11/15 00:00:00+00,14 281997 07 1R,Public Garage
63,C - Service Station,1877811 ONTARIO INC. O/A ESSO G.A.S.,2200 RYMAL RD E  GLANBROOK ON,2022/12/14 00:00:00+00,14 283746 07 1R,Public Garage
64,Multiple Use Garage,1892638 ONTARIO INC O/A PROSPERITY AUTO SALES,221 SHERMAN AVE N  HAMILTON ON L8L 6M2,2022/02/21 15:46:05+00,17 292016 04 1R,Public Garage
65,Multiple Use Garage,1899840 ONTARIO INC. O/A 12MIN. OIL CHANGE & MR. BRAKES,410 UPPER SHERMAN AVE  HAMILTON ON,2022/04/22 00:00:00+00,14 286161 07 1R,Public Garage
66,A - New/Used Vehicle Sales,1906490 ONTARIO INC o/a DRD USED CAR SALES,1304 BARTON ST E  HAMILTON ON,2023/01/05 00:00:00+00,14 287124 07 1R,Public Garage
67,A - New/Used Vehicle Sales,1909768 ONTARIO LTD. O/A ABC TOWING,62 UPPER CENTENNIAL PKWY  STONEY CREEK ON L8J 3B8,2022/06/02 00:00:00+00,14 286411 07 1R,Public Garage
68,Multiple Use Garage,1919874 ONTRIO INC,1373 MAIN ST E  HAMILTON ON,2022/07/24 00:00:00+00,15 287827 06 1R,Public Garage
69,B3 - Body Shop,1937820 ONTARIO INC CARSTAR ANCASTER WEST,1420 SANDHILL DR  ANCASTER ON,2022/06/30 10:21:21+00,17 292153 04 1R,Public Garage
70,Multiple Use Garage,1984080 ONTARIO INC O/A LOCKWOOD COLLISION,154 CANNON ST E  HAMILTON ON,2022/11/07 09:16:44+00,18 293744 03 1R,Public Garage
71,Multiple Use Garage,1984080 ONTARIO INC O/A LOCKWOOD COLLISION,69 KELLY ST  HAMILTON ON L8R 1G1,2022/06/19 11:59:30+00,18 293747 03 1R,Public Garage
72,B2 - Motor Repair,1984129 ONTARIO INC O/A NICOLETTI'S AUTOMOTIVE AND TRANSMISSION,931 QUEENSTON RD  STONEY CREEK ON L8G 1B8,2022/03/15 12:56:49+00,18 293796 03 1R,Public Garage
73,B2 - Motor Repair,1984185 ONTARIO INC O/A INDERDEO SINGH TRUCK AND TRAILER REPAIR,789 WOODWARD AVE  HAMILTON ON,2022/07/02 13:41:23+00,18 293890 02 1R,Public Garage
74,Multiple Use Garage,1997695 ONTARIO LTD. O/A MK AUTO SOLUTIONS,859 HWY 6  FLAMBOROUGH ON,2022/02/01 12:34:09+00,18 295358 02 1R,Public Garage
75,Multiple Use Garage,1ST TURN AUTOMOTIVE INC,33 THORPE ST  DUNDAS ON,2022/12/17 15:25:15+00,20 298402 01 1R,Public Garage
76,D - Parking Lot,2039888 ONTARIO INC,293 WELLINGTON ST N  HAMILTON ON,2022/03/02 00:00:00+00,15 287316 06 1R,Public Garage
77,D - Parking Lot,2039888 ONTARIO INC.,293 WELLINGTON ST N  HAMILTON ON,2022/03/02 00:00:00+00,15 287316 06 1R,Public Garage
78,A - New/Used Vehicle Sales,2045377 ONTARIO INC C/O AS PARKDALE AUTO,115 PARKDALE AVE N  HAMILTON ON,2022/08/27 00:00:00+00,15 124749 07 1R,Public Garage
79,Multiple Use Garage,2046369 ONTARIO INC O/A ZELLENS AUTO MALL,274 CATHARINE ST N  HAMILTON ON,2022/06/19 00:00:00+00,15 124694 07 1R,Public Garage
80,C - Service Station,2051058 ONTARIO INC O/A SIGNATURE AUTO GLASS,2345 BARTON ST E  HAMILTON ON,2022/10/29 09:36:37+00,18 294986 03 1R,Public Garage
81,Multiple Use Garage,2055495 ONTARIO INC O/A MISKA,1056 HWY 6  FLAMBOROUGH ON,2022/05/03 09:49:19+00,14 282489 07 1R,Public Garage
82,B2 - Motor Repair,2059190 ONTARIO LTD. O/A AUTO EXPERTS SERVICE CENTRE,165 QUEENSTON RD  HAMILTON ON,2022/11/10 00:00:00+00,14 275198 07 1R,Public Garage
83,A - New/Used Vehicle Sales,2171262 ONT. INC.,460 RYMAL RD W  HAMILTON ON,2022/04/11 00:00:00+00,15 282876 06 1R,Public Garage
84,Multiple Use Garage,2171574 ONTARIO INC. O/A GURU AUTO SERVICE,298 LAKE AVE N  HAMILTON ON,2022/03/01 00:00:00+00,14 268171 06 1R,Public Garage
85,B2 - Motor Repair,2183246 ONTARIO INC O/A SPEEDY AUTO SERVICE,38 WENTWORTH ST S  HAMILTON ON,2022/11/10 00:00:00+00,14 279058 07 1R,Public Garage
86,C - Service Station,2189977 ONTARIO INC. O/A SINGH IS KING GAS BAR,913 QUEENSTON RD  STONEY CREEK ON L8G 1B6,2022/02/17 00:00:00+00,15 277971 06 1R,Public Garage
87,B2 - Motor Repair,2216910 ONTARIO INC. O/A ACTIVE GREEN & ROSS #825,825 FENNELL AVE E  HAMILTON ON,2022/11/10 00:00:00+00,14 278990 07 1R,Public Garage
88,E - Car Wash,2221518 ONTARIO INC O/A BARTON CAR WASH,985 BARTON ST E  HAMILTON ON,2022/02/23 00:00:00+00,14 279303 06 1R,Public Garage
89,E - Car Wash,2224973 ONTARIO INC O/A MAIN EAST CAR WASH,1479 MAIN ST E  HAMILTON ON,2022/12/10 00:00:00+00,14 279288 07 1R,Public Garage
90,B2 - Motor Repair,224777 ONTARIO INC O/A TAKE 5 OIL CHANGE,102 KING ST W  STONEY CREEK ON,2023/01/29 00:00:00+00,14 280745 07 1R,Public Garage
91,Multiple Use Garage,2266409 ONTARIO INC O/A MJ AUTO IMPORTS AND MIKES TOWING HAMILTON,706 SHAVER RD  ANCASTER ON,2022/08/21 14:42:41+00,19 296590 02 1R,Public Garage
92,B2 - Motor Repair,2276955 ONTARIO INC.,19 FLAMBORO ST  FLAMBOROUGH ON,2022/04/07 00:00:00+00,15 281246 06 1R,Public Garage
93,B2 - Motor Repair,2330629 ONTARIO INC O/A TAKE 5 OIL CHANGE,64 DUNDAS ST E  FLAMBOROUGH ON,2022/05/08 00:00:00+00,14 286245 07 1R,Public Garage
94,B2 - Motor Repair,2330646 ONTARIO IN O/A TAKE 5 OIL CHANGE,1180 WILSON ST W  ANCASTER ON,2022/05/08 00:00:00+00,14 286246 07 1R,Public Garage
95,A - New/Used Vehicle Sales,2341985 ONTARIO INC O/A XPRESS AUTO SALES,147 HWY 8  STONEY CREEK ON,2022/05/08 15:58:36+00,17 292356 04 1R,Public Garage
96,A - New/Used Vehicle Sales,2341985 ONTARIO INC O/A XPRESS AUTO SALES,2563 BARTON ST E  HAMILTON ON,2022/06/29 10:05:57+00,20 297854 01 1R,Public Garage
97,B2 - Motor Repair,2355823 ONTARIO INC O/A NEW GOLDEN AUTO SERVICE,35 PARKDALE AVE N  HAMILTON ON,2022/04/05 00:00:00+00,15 284188 06 1R,Public Garage
98,C - Service Station,2358417 ONTARIO INC O/A POPULAR TIRE SALES& SERVICES,565 PARKDALE AVE N  HAMILTON ON,2023/02/27 00:00:00+00,16 291268 06 1R,Public Garage
99,B2 - Motor Repair,2358575 ONTARIO INC. O/A QUALITY & PERFECTION AUTOMOTIVE,78 KENILWORTH AVE N  HAMILTON ON,2022/02/14 10:05:59+00,18 293520 03 1R,Public Garage
100,B2 - Motor Repair,2365777 ONTARIO INC. O/A ACTIVE GREEN & ROSS,455 OTTAWA ST N  HAMILTON ON,2022/09/23 00:00:00+00,14 284574 07 1R,Public Garage
101,B2 - Motor Repair,2404030 ONTARIO INC O/A ACTIVE GREEN AND ROSS,955 UPPER JAMES ST  HAMILTON ON,2022/12/04 00:00:00+00,15 290299 06 1R,Public Garage
102,Multiple Use Garage,2404174 ONTARIO INC O/A H & A AUTOMOTIVE,115 KENILWORTH AVE N  HAMILTON ON,2022/03/31 00:00:00+00,15 286032 06 1R,Public Garage
103,B2 - Motor Repair,2447743 ONTARIO INC O/A ARZE AUTO REPAIR,2596 KING ST E  HAMILTON ON L8K 1Y2,2022/05/15 00:00:00+00,15 287613 06 1R,Public Garage
104,Multiple Use Garage,2467065 ONTARIO INC O/A CAPTAIN AUTO SALES,100 QUEENSTON RD  HAMILTON ON,2023/01/18 13:08:08+00,17 291856 05 1R,Public Garage
105,D - Parking Lot,2472398 ONTARIO LTD,696 CONCESSION ST  HAMILTON ON,2022/05/05 11:42:38+00,16 290980 05 1R,Public Garage
106,B3 - Body Shop,2474095 ONTARIO LIMITED O/A CARSTAR WATERDOWN,232 DUNDAS ST E  FLAMBOROUGH ON L0R 2H1,2023/01/23 12:26:07+00,16 291445 05 1R,Public Garage
107,B2 - Motor Repair,2485587 ONTARIO INC O/S TRANSMISSION EXPERTS,925 BARTON ST E  HAMILTON ON,2022/11/26 00:00:00+00,15 290337 06 1R,Public Garage
108,B2 - Motor Repair,2488134 ONTARIO INC O/A DAVO AUTOMOTIVE SERVICE,350 BEACH RD  HAMILTON ON L8H 3K3,2022/11/17 09:22:05+00,17 293303 04 1R,Public Garage
109,B2 - Motor Repair,2494027 O/A HOMETOWN AUTO SERVICE INC. ,1303 HWY 5 W  FLAMBOROUGH ON,2023/01/09 09:58:26+00,19 297118 02 1R,Public Garage
110,A - New/Used Vehicle Sales,2505785 ONTARIO INC O/A SUPER PRO AUTO SALES,2795 BARTON ST E 3 HAMILTON ON,2022/09/23 10:49:40+00,16 291503 05 1R,Public Garage
111,Multiple Use Garage,2521496 ONTARIO INC O/A HAMILTON AUTO SALES AND SERVICE,1094 UPPER SHERMAN AVE  HAMILTON ON,2022/06/13 16:16:51+00,18 294282 03 1R,Public Garage
112,B2 - Motor Repair,2525549 ONTARIO INC. O/A ACTIVE GREEN & ROSS (930),930 QUEENSTON RD  STONEY CREEK ON,2022/08/17 12:21:15+00,16 291357 05 1R,Public Garage
113,Multiple Use Garage,2553517 ONTARIO INC. O/A WHITWELL BROTHERS SERVICE CENTRE,568 UPPER WELLINGTON ST  HAMILTON ON L9A 3P9,2022/07/10 00:00:00+00,15 124391 07 1R,Public Garage
114,B1 - Body Shop/Motor Repair,2600553 ONTARIO INC O/A MR LUBE,615 MOHAWK RD W  HAMILTON ON L9C 1X5,2022/05/06 15:55:12+00,20 297724 01 1R,Public Garage
115,B1 - Body Shop/Motor Repair,2611488 ONTARIO INC. O/A COLLISION REPAIR EXPERTS HAMILTON,115 DARTNALL RD  HAMILTON ON,2022/10/05 13:34:03+00,18 294539 03 1R,Public Garage
116,B2 - Motor Repair,2627010 ONT. LTD. O/A CENTENNIAL LUBE CENTER,207 CENTENNIAL PKWY N  HAMILTON ON L8E 1H8,2022/04/27 14:47:31+00,20 297913 00 1R,Public Garage
117,B2 - Motor Repair,2627019 ONTARIO INC O/A ARVIN CAR REPAIRS,941 BARTON ST E  HAMILTON ON,2022/04/12 09:09:25+00,18 294009 03 1R,Public Garage
118,B2 - Motor Repair,2633460 ONTARIO LTD O/A LUBE 7,1157 RYMAL RD E  HAMILTON ON L8W 3M6,2022/08/03 08:23:37+00,18 294192 03 1R,Public Garage
119,A - New/Used Vehicle Sales,2636436 ONTARIO INC. O/A GG CARS,401 PARKDALE AVE N  HAMILTON ON,2022/08/19 12:19:01+00,20 297992 01 1R,Public Garage
120,E - Car Wash,2664800 ONTARIO INC O/A KLASSIC CAR WASH,1575 MAIN ST W  HAMILTON ON L8S 1E6,2022/03/17 14:32:18+00,19 295824 02 1R,Public Garage
121,B3 - Body Shop,2668685 ONTARIO INC.,796 NEBO RD  GLANBROOK ON,2023/02/21 16:11:58+00,19 295538 03 1R,Public Garage
122,A - New/Used Vehicle Sales,2673671 ONTARIO INC. O/A CLS AUTO SALES,2795 BARTON ST E 3 HAMILTON ON,2022/09/20 10:22:38+00,19 296795 02 1R,Public Garage
123,B2 - Motor Repair,2681054 ONTARION INC. O/A CROWN TIRES,100 QUEENSTON RD  HAMILTON ON,2022/03/27 13:51:10+00,19 295741 02 1R,Public Garage
124,A - New/Used Vehicle Sales,2688660 ONTARIO INC O/A AUTO VIEW,590 SOUTH SERVICE RD  STONEY CREEK ON,2022/03/13 13:58:13+00,20 297691 01 1R,Public Garage
125,B2 - Motor Repair,273909 ONTARIO INC O/A MASTER MECHANIC,485 EAST 38TH ST  HAMILTON ON,2022/10/30 13:53:38+00,20 298252 01 1R,Public Garage
126,B3 - Body Shop,2755164 ONTARIO INC. O/A 3D COLLISION,207 BEACH RD  HAMILTON ON,2022/05/29 11:00:11+00,18 294060 03 1R,Public Garage
127,A - New/Used Vehicle Sales,2783518 ONTARIO LTD O/A DEWITT VEHICLE SALES INC,548 HWY 8  STONEY CREEK ON,2022/03/25 08:54:10+00,21 298861 00 1R,Public Garage
128,A - New/Used Vehicle Sales,2793602 ONTARIO INC. O/A DAMOL AUTOS,350 HWY 8  STONEY CREEK ON,2022/05/25 15:59:01+00,21 299111 00 1R,Public Garage
129,A - New/Used Vehicle Sales,2811131 ONTARIO INC O/A CROWN FINE CARS,643 PARKDALE AVE N  HAMILTON ON,2022/03/17 10:13:16+00,21 298817 00 1R,Public Garage
130,B2 - Motor Repair,2814413 ONTARIO INC O/A ACTIVE GREEN & ROSS,1289 MAIN ST W  HAMILTON ON L8S 1C5,2022/05/26 13:37:18+00,21 299046 00 1R,Public Garage
131,A - New/Used Vehicle Sales,3D TOWING SERVICES INC O/A CLASSIC TOWING & STORAGE OF HALTON,62 UPPER CENTENNIAL PKWY  STONEY CREEK ON L8J 3B8,2022/05/23 16:30:47+00,19 296058 02 1R,Public Garage
132,Multiple Use Garage,401 AUTO RV CANADA INC.,1655 UPPER JAMES ST  HAMILTON ON L9B 2J1,2022/05/21 00:00:00+00,19 295597 02 1R,Public Garage
133,B3 - Body Shop,5006991 ONTARIO INC O/A ONROUTE TOWING AND AUTOBODY,255 LANCING DR  HAMILTON ON,2022/05/01 09:54:44+00,19 295931 02 1R,Public Garage
134,Multiple Use Garage,516214 ONTARIO LIMITED O/A BATES & GREEN GARAGE,275 CARLISLE RD  FLAMBOROUGH ON,2022/12/08 09:08:32+00,15 288105 06 1R,Public Garage
135,A - New/Used Vehicle Sales,575486 ONTARIO INC O/A COLLECTIBLE AUTO SALES & LEASING,2493 BARTON ST E  HAMILTON ON,2022/08/13 00:00:00+00,15 124434 07 1R,Public Garage
136,Multiple Use Garage,603313 ONTARIO INC.,451 UPPER GAGE AVE  HAMILTON ON,2022/07/24 00:00:00+00,15 124312 07 1R,Public Garage
137,B2 - Motor Repair,655756 ONTARIO INC O/A BOWEN'S AUTOMOTIVE,326 ARVIN AVE  STONEY CREEK ON,2022/09/20 00:00:00+00,14 170562 07 1R,Public Garage
138,A - New/Used Vehicle Sales,6929290 CANADA CORPORATION O/A APPROVAL GENIE,959 UPPER JAMES ST  HAMILTON ON,2022/08/21 16:02:25+00,19 296543 02 1R,Public Garage
139,A - New/Used Vehicle Sales,698259 ONTARIO LTD. O/A M.S. INVESTMENTS,11 COURT ST  DUNDAS ON,2022/06/19 16:14:15+00,20 297775 01 1R,Public Garage
140,Multiple Use Garage,699390 ONTARIO INC O/A V&L TRANSPORTATION,1361 EDGEWOOD RD  FLAMBOROUGH ON,2022/02/13 00:00:00+00,14 282165 06 1R,Public Garage
141,C - Service Station,7058721 CANADA LTD. O/A PIONEER,354 HWY 8  STONEY CREEK ON L8G 1E8,2022/12/05 10:25:08+00,16 291745 05 1R,Public Garage
142,Multiple Use Garage,732341 ONTARIO LTD O/A MOUNTAIN HYUNDAI,1739 UPPER JAMES ST  HAMILTON ON,2022/04/25 00:00:00+00,15 251858 06 1R,Public Garage
143,B2 - Motor Repair,758413 ONT INC/ARNOTT'S AUTOMOTIVE,925 BARTON ST E  HAMILTON ON,2022/07/02 00:00:00+00,15 124745 07 1R,Public Garage
144,B2 - Motor Repair,758413 ONTARIO INC O/A FRED'S AUTO SERVICE,1180 STONE CHURCH RD E  HAMILTON ON,2022/06/13 00:00:00+00,13 245806 07 1R,Public Garage
145,B2 - Motor Repair,775686 ONTARIO INC O/A TRI-R-TRUCKING,550 RENNIE ST  HAMILTON ON,2022/03/12 13:34:21+00,20 298355 00 1R,Public Garage
146,B2 - Motor Repair,775686 ONTARIO INC. O/A TRI-R-TRUCKING,550 RENNIE ST  HAMILTON ON,2022/06/20 16:06:19+00,18 294322 03 1R,Public Garage
