OBJECTID,SUB_DESCRIPTION,BUSINESS_NAME,BUSINESS_ADDRESS,EXPIRY_DATE,LICENSE_NUMBER,LICENSE_TYPE
291,Restaurant with Liquor Service,2390154 Ontario Inc o/a KINGS BUFFET,200 CENTENNIAL PKY N  HAMILTON ON,2022/03/31 00:00:00+00,14 285464 06 1J,Eating Establishment
292,Restaurant,2390996 ONTARIO INC. O/A LA LUNA EXPRESS BARTON,281 BARTON ST E  HAMILTON ON,2022/02/07 00:00:00+00,15 285854 06 1J,Eating Establishment
293,Restaurant with Liquor Service,2403392 ONTARIO INC O/A PIZZA PIZZA,1508 UPPER JAMES ST  HAMILTON ON,2023/01/20 00:00:00+00,14 286682 07 1J,Eating Establishment
294,Restaurant,2404781 ONTARIO INC O/A MIKE'S SUBMARINE,1004 UPPER JAMES ST  HAMILTON ON L9C 3A8,2022/04/14 00:00:00+00,14 286127 07 1J,Eating Establishment
295,Restaurant with Liquor Service,2406346 ONTARIO INC. O/A SPRING GRILL HOUSE KOREAN BARBECUE & BAR,1441 UPPER JAMES ST  HAMILTON ON,2022/12/11 00:00:00+00,14 287054 07 1J,Eating Establishment
296,Restaurant with Liquor Service,2407274 ONTARIO INC O/A CADILLAC JAX,532 MAIN ST E  HAMILTON ON,2022/04/22 00:00:00+00,14 286126 07 1J,Eating Establishment
297,Restaurant with Liquor Service,2407333 THE SPICE FACTORY INC O/A THE SPICE FACTORY,121 HUGHSON ST N  HAMILTON ON,2022/09/12 00:00:00+00,14 286744 07 1J,Eating Establishment
298,Restaurant,2410220 ONTARIO INC. O/A AMIR PITAS AND GRILL,114 SANFORD AVE N  HAMILTON ON,2022/03/03 00:00:00+00,14 286849 06 1J,Eating Establishment
299,Restaurant,2413102 ONTARIO INC O/A QUIK CHIK,1331 MAIN ST W  HAMILTON ON L8S 1C6,2022/02/22 00:00:00+00,18 293620 03 1J,Eating Establishment
300,Restaurant with Liquor Service,2417658 ONTARIO LTD. O/A SHOELESS JOE'S SPORTS GRILL,1183 UPPER JAMES ST  HAMILTON ON,2022/02/24 00:00:00+00,16 291406 04 1J,Eating Establishment
301,Restaurant,2427182 ONTARIO INC. - ANIKA CORP. O/A MR. SUB,168 BARTON ST  STONEY CREEK ON,2022/06/10 00:00:00+00,21 298878 00 1J,Eating Establishment
302,Restaurant,2427970 ONTARIO INC. O/A POPEYE'S CHICKEN & SEAFOOD,771 QUEENSTON RD  HAMILTON ON,2023/01/09 00:00:00+00,14 286671 07 1J,Eating Establishment
303,Restaurant with Liquor Service,2429534 ONTARIO CORP. O/A THE FAMOUS OWL OF MINERVA,309 MAIN ST E  HAMILTON ON,2022/11/06 00:00:00+00,18 294996 03 1J,Eating Establishment
304,Restaurant,2430185 ONTARIO INC. O/A SUBWAY,6 CLAPPISON AVE  FLAMBOROUGH ON,2022/07/07 00:00:00+00,16 291144 05 1J,Eating Establishment
305,Restaurant Take-Out,2432696 ONTARIO INC. O/A 5 ALARM WINGS,553 UPPER WENTWORTH ST  HAMILTON ON,2022/03/08 00:00:00+00,14 287090 06 1J,Eating Establishment
306,Restaurant Take-Out,2433592 ONTARIO CORPORATION O/A CHARLIE'S CHOPSTICKS,970 UPPER JAMES ST  HAMILTON ON,2022/10/23 00:00:00+00,14 286804 07 1J,Eating Establishment
307,Restaurant with Liquor Service,2433737 ONTARIO INC. O/A YE OLDE SQUIRE,1508 UPPER JAMES ST  HAMILTON ON,2022/12/05 00:00:00+00,14 286965 07 1J,Eating Establishment
308,Restaurant with Liquor Service,2434001 ONTARIO INC. O/A EAST PLACE,48 CENTENNIAL PKWY N  HAMILTON ON,2022/11/04 00:00:00+00,14 286838 07 1J,Eating Establishment
309,Restaurant,2434372 ONTARIO INC O/A SUBWAY,119 OSLER DR  DUNDAS ON L9H 6X4,2022/12/09 00:00:00+00,15 290411 06 1J,Eating Establishment
310,Restaurant,2436012 ONTARIO INC. O/A RED ROCKETS,15 WELLINGTON ST N  HAMILTON ON,2022/08/14 00:00:00+00,15 287982 06 1J,Eating Establishment
311,Restaurant with Liquor Service,2438387 ONTARIO INC O/A SPRING SUSHI,1508 UPPER JAMES ST  HAMILTON ON,2022/06/14 00:00:00+00,18 294179 03 1J,Eating Establishment
312,Restaurant Take-Out,2444126 ONTARIO INC. O/A TWICE THE DEAL PIZZA,549 STONE CHURCH RD E  HAMILTON ON,2022/03/07 00:00:00+00,15 287233 06 1J,Eating Establishment
313,Restaurant with Liquor Service,2445244 ONTARIO INC. O/A LOTUS THAI AND VIETNAMESE CUISINE,280 MUD ST W E1 STONEY CREEK ON,2022/04/24 00:00:00+00,15 287314 06 1J,Eating Establishment
314,Restaurant with Liquor Service,2452941 ONTARIO INC O/A WEST END RESTAURANT & SPORTS  BAR,151 EMERSON ST  HAMILTON ON L8S 2Y1,2022/02/24 00:00:00+00,16 291565 04 1J,Eating Establishment
315,Restaurant with Liquor Service,2453613 ONTARIO LTD. O/A SOUTHBROOK GOLF & COUNTRY CLUB,4349 REGIONAL ROAD 56  GLANBROOK ON L0R 1C0,2022/09/23 00:00:00+00,15 287960 06 1J,Eating Establishment
316,Restaurant,2455732 ONTARIO INC. O/A BRONZIES PLACE,201 JAMES ST S  HAMILTON ON,2022/06/11 00:00:00+00,15 287371 06 1J,Eating Establishment
317,Restaurant,2455798 Ontario Inc. O/A Burrito Boyz,66 KING ST E  HAMILTON ON,2022/09/10 00:00:00+00,15 287785 06 1J,Eating Establishment
318,Restaurant,2458641 ONTARIO INC. O/A BASKIN ROBBINS,1660 UPPER JAMES ST  HAMILTON ON L9B 1K6,2022/08/07 00:00:00+00,15 287943 06 1J,Eating Establishment
319,Restaurant,2459372 ONTARIO INC O/A PIZZA NOVA,1160 UPPER PARADISE RD  HAMILTON ON,2022/06/11 00:00:00+00,15 287702 06 1J,Eating Establishment
320,Restaurant with Liquor Service,2461323 ONTARIO INC. O/A BROADWAY DINER,1550 UPPER JAMES ST  HAMILTON ON L9B 1K3,2022/10/16 00:00:00+00,15 288013 06 1J,Eating Establishment
321,Restaurant with Liquor Service,2463765 ONTARIO INC. O/A MUCHO BURRITO,1508 UPPER JAMES ST  HAMILTON ON,2022/08/17 00:00:00+00,15 287842 06 1J,Eating Establishment
322,Restaurant,2464290 ONTARIO INC. O/A FRESHII,1591 UPPER JAMES ST  HAMILTON ON,2022/02/26 00:00:00+00,15 290455 05 1J,Eating Establishment
323,Restaurant with Liquor Service,2471507 ONTARIO INC O/A SHEHNAI RESTAURANT,447 MAIN ST W  HAMILTON ON L8P 1K5,2022/05/11 00:00:00+00,15 290450 05 1J,Eating Establishment
324,Restaurant,2471560 ONTARIO CORP O/A HAZEL TEA AND DESSERT HOUSE,1686 MAIN ST W  HAMILTON ON L8S 1G4,2022/04/15 00:00:00+00,15 288098 05 1J,Eating Establishment
325,Restaurant,2474796 ONTARIO INC O/A  JJ'S STONEY CREEK EATERY ,621 BARTON ST  STONEY CREEK ON,2023/01/03 00:00:00+00,17 293465 04 1J,Eating Establishment
326,Restaurant with Liquor Service,2485478 ONTARIO INC O/A PIZZA PIZZA,49 KING ST E  DUNDAS ON L9H 1B7,2022/09/20 00:00:00+00,19 296813 02 1J,Eating Establishment
327,Restaurant,2486420 ONTARIO INC O/A FRESHII,2 KING ST W  HAMILTON ON,2023/01/12 00:00:00+00,17 291871 05 1J,Eating Establishment
328,Restaurant with Liquor Service,2487438 ONTARIO INC. O/A MELTWICH FOOD CO,1324 BARTON ST E  HAMILTON ON L8H 2W1,2022/10/14 00:00:00+00,20 298181 01 1J,Eating Establishment
329,Restaurant,2490197 ONTARIO INC. O/A GINO'S PIZZA,64 HAMILTON ST N  FLAMBOROUGH ON L0R 2H6,2022/12/15 00:00:00+00,15 290365 06 1J,Eating Establishment
330,Restaurant,2493486 ONTARIO INC O/A FRUITLAND PIZZA,301 FRUITLAND RD  STONEY CREEK ON L8E 5M1,2022/06/11 00:00:00+00,18 294132 03 1J,Eating Establishment
331,Restaurant Take-Out,2496337 ONTARIO LTD O/A TERIYAKI EXPERIENCE,999 UPPER WENTWORTH ST  HAMILTON ON L9A 4X5,2022/12/02 00:00:00+00,16 291427 05 1J,Eating Establishment
332,Restaurant,2499104 ONTARIO INC. O/A TURTLE JACK'S RESTAURANT,255 DUNDAS ST E  FLAMBOROUGH ON L0R 2H1,2022/06/09 00:00:00+00,17 292428 04 1J,Eating Establishment
333,Restaurant with Liquor Service,2503170 ONTARIO INC O/A MONTFORT GRILL HOUSE WATERDOWN,6 CLAPPISON AVE  FLAMBOROUGH ON,2022/05/17 00:00:00+00,17 292150 04 1J,Eating Establishment
334,Restaurant,2511411 ONTARIO INC O/A DAIRY QUEEN,1070 STONE CHURCH RD E  HAMILTON ON L8W 3K8,2022/11/04 00:00:00+00,16 291462 06 1J,Eating Establishment
335,Restaurant Take-Out,2513432 ONTARIO INC O/A MANNA KOREAN TAKEOUT,1050 KING ST W  HAMILTON ON L8S 1L5,2022/09/13 00:00:00+00,16 291450 05 1J,Eating Establishment
336,Restaurant,2515152 ONTARIO INC O/A OSMOWS GRILL,101 OSLER DR  DUNDAS ON,2023/01/03 00:00:00+00,16 291804 05 1J,Eating Establishment
337,Restaurant with Liquor Service,2516293 ONTARIO INC O/A PIZZA PIZZA,141 HWY 8  STONEY CREEK ON,2022/08/12 00:00:00+00,17 291196 05 1J,Eating Establishment
338,Restaurant with Liquor Service,2520243 ONTARIO INC O/A IRON CHEF CHINESE RESTAURANT,1116 UPPER SHERMAN AVE  HAMILTON ON,2022/10/05 00:00:00+00,16 291124 05 1J,Eating Establishment
339,Restaurant,2521562 ONTARIO INC. O/A SUNSET GRILL,2120 RYMAL RD E  GLANBROOK ON,2022/03/04 00:00:00+00,21 298662 00 1J,Eating Establishment
340,Restaurant,2521874 ONTARIO INC O/A POPEYE'S,1183 WILSON ST W C4 ANCASTER ON L9G 0E8,2022/08/28 00:00:00+00,17 292866 04 1J,Eating Establishment
341,Restaurant,2523634 ONTARIO INC. O/A FRESHII,101 OSLER DR  DUNDAS ON,2023/01/03 00:00:00+00,17 293201 04 1J,Eating Establishment
342,Restaurant with Liquor Service,2524589 ONTARIO INC O/A GREEN BAR,236 JAMES ST N  HAMILTON ON,2022/12/01 00:00:00+00,16 291305 05 1J,Eating Establishment
343,Restaurant,2525121 ONTARIO LTD O/A  PARAMOUNT FINE FOODS,1441 UPPER JAMES ST  HAMILTON ON,2022/05/26 00:00:00+00,17 292062 04 1J,Eating Establishment
344,Restaurant Take-Out,2527935 ONTARIO INC O/A BURRITOZ,930 UPPER PARADISE RD  HAMILTON ON L5H 1B2,2022/12/03 00:00:00+00,21 299551 00 1J,Eating Establishment
345,Restaurant Take-Out,2530502 ONTARIO INC O/A PIZZA HUT,1179 WILSON ST W C5 ANCASTER ON,2022/08/16 00:00:00+00,17 292654 04 1J,Eating Establishment
346,Restaurant with Liquor Service,2532489 ONTARIO INC O/A ONE DUKE RESTAURANT & LOUNGE,1 DUKE ST  HAMILTON ON L8P 1W9,2022/09/27 00:00:00+00,16 291425 05 1J,Eating Establishment
347,Restaurant,2533084 ONTARIO INC O/A FIREHOUSE SUBS,1784 STONE CHURCH RD E  STONEY CREEK ON,2022/04/25 00:00:00+00,18 293784 03 1J,Eating Establishment
348,Restaurant,2535358 O/A CHATIME HAMILTON INC.,1280 MAIN ST W  HAMILTON ON L8S 4K1,2022/08/28 00:00:00+00,19 296585 02 1J,Eating Establishment
349,Restaurant Take-Out,2535560 ONTARIO INC O/A TIM HORTON'S 1437,620 KING ST W  HAMILTON ON L8S 1C2,2022/07/23 00:00:00+00,18 294440 03 1J,Eating Establishment
350,Restaurant with Liquor Service,2536755 ONTARIO INC O/A BAMBU,21 JOHN ST N  HAMILTON ON,2022/12/19 00:00:00+00,16 291488 05 1J,Eating Establishment
351,Restaurant Take-Out,2544993 ONTARIO INC O/A AUNT JEAN CREAMS,36 PARKDALE AVE N  HAMILTON ON,2022/08/22 00:00:00+00,18 293867 03 1J,Eating Establishment
352,Restaurant with Liquor Service,2546873 ONTARIO LTD. O/A BOSTON PIZZA,1070 WILSON ST W  ANCASTER ON,2022/09/13 00:00:00+00,18 294593 03 1J,Eating Establishment
353,Restaurant,2547401 Ontario Inc. o/a THE GREEK KITCHEN,1170 RYMAL RD E  HAMILTON ON,2022/05/18 00:00:00+00,17 292387 04 1J,Eating Establishment
354,Restaurant,2557210 ONTARIO INC O/A PIZZAVILLE,94 DUNDAS ST E  FLAMBOROUGH ON,2022/05/18 00:00:00+00,17 292340 04 1J,Eating Establishment
355,Restaurant with Liquor Service,2566487 ONTARIO INC O/A SYMPOSIUM CAFE,64 HAMILTON ST N  FLAMBOROUGH ON L0R 2H6,2022/06/23 00:00:00+00,17 292354 04 1J,Eating Establishment
356,Restaurant Take-Out,2566917 ONTARIO INC. O/A JIMMY THE GREEK,999 UPPER WENTWORTH ST  HAMILTON ON L9A 4X5,2022/05/01 00:00:00+00,17 292296 04 1J,Eating Establishment
357,Restaurant Take-Out,2567347 ONTARIO INC  O/A FRESHLY SQUEEZED,999 UPPER WENTWORTH ST  HAMILTON ON L9A 4X5,2023/01/17 00:00:00+00,18 285671 07 1J,Eating Establishment
358,Restaurant,2568787 ONTARIO LTD O/A SECOND CUP,1004 KING ST W  HAMILTON ON L8S 1L1,2022/07/12 00:00:00+00,17 292482 04 1J,Eating Establishment
359,Restaurant,2569394 ONTARIO INC O/A CEDAR FALAFEL AND SHAWARMA,1405 UPPER OTTAWA ST  HAMILTON ON L8W 3J6,2022/05/02 00:00:00+00,17 292282 04 1J,Eating Establishment
360,Restaurant,2569498 ONTARIO INC/BAR BURRITO,65 MALL RD  HAMILTON ON L8V 5B3,2022/02/23 00:00:00+00,18 293651 03 1J,Eating Establishment
361,Restaurant,2572248 ONTARIO INC O/A BAR BURRITO,1782 STONE CHURCH RD E  STONEY CREEK ON,2022/04/03 00:00:00+00,18 293706 03 1J,Eating Establishment
362,Restaurant with Liquor Service,2578115 ONTARIO INC. O/A SHY'S PLACE RESTAURANT,11 CORESLAB DR  FLAMBOROUGH ON,2022/07/06 00:00:00+00,18 294197 03 1J,Eating Establishment
363,Restaurant,2580978 ONTARIO INC. O/A SUBWAY,447 CONCESSION ST  HAMILTON ON L9A 1C1,2022/11/09 00:00:00+00,17 293207 04 1J,Eating Establishment
364,Restaurant Take-Out,2581060 ONTARIO INC O/A PIZZA HUT ,1374 SOUTH SERVICE RD  STONEY CREEK,2022/06/22 00:00:00+00,20 297792 01 1J,Eating Establishment
365,Restaurant with Liquor Service,2581291 ONTARIO INC. O/A BAR BURRITO,1374 SOUTH SERVICE RD  STONEY CREEK,2022/07/31 00:00:00+00,20 297862 01 1J,Eating Establishment
366,Restaurant,2587671 ONTARIO INC O/A KENZO HAMILTON,19 KING ST E  HAMILTON ON L8N 1A1,2022/10/18 00:00:00+00,17 292996 04 1J,Eating Establishment
367,Restaurant,2588894 ONTARIO INC O/A WAH SARDAARJI,647 UPPER JAMES ST  HAMILTON ON,2022/12/03 00:00:00+00,19 296721 02 1J,Eating Establishment
368,Restaurant with Liquor Service,2592306 ONTARIO INC O/A CAUSE & EFFECT,1784 STONE CHURCH RD E  STONEY CREEK ON,2022/06/27 00:00:00+00,18 294135 03 1J,Eating Establishment
369,Restaurant Take-Out,2601228 ONTARIO INC/RED ROCKETS,1405 UPPER OTTAWA ST  HAMILTON ON L8W 3J6,2022/11/14 00:00:00+00,17 293266 04 1J,Eating Establishment
370,Restaurant with Liquor Service,2604001 ONTARIO INC O/A CAFE BAFFICO,1375 KING ST E  HAMILTON ON,2022/11/30 00:00:00+00,18 295291 03 1J,Eating Establishment
371,Restaurant,2604195 ONTARIO INC O/A LAZEEZ SHAWARMA,1356 SOUTH SERVICE RD  STONEY CREEK,2022/03/03 00:00:00+00,20 297809 00 1J,Eating Establishment
372,Restaurant with Liquor Service,2605725 ONTARIO INC O/A MOSAIC,431 BARTON ST E  HAMILTON ON,2022/03/17 00:00:00+00,18 294137 02 1J,Eating Establishment
373,Restaurant with Liquor Service,2607807 ONTARIO INC O/A CURBSIDE GRILL,1127 KING ST E  HAMILTON ON L8M 1E5,2022/04/01 00:00:00+00,21 298836 00 1J,Eating Establishment
374,Restaurant,2612139 ONTARIO INC O/A OLD BAGEL HOUSE,101 OSLER DR  DUNDAS ON,2022/08/10 00:00:00+00,18 294262 03 1J,Eating Establishment
375,Restaurant Take-Out,2614408 ONTARIO INC.O/A MACY'S FOOD MART,511 CANNON ST E  HAMILTON ON L9C 3L3,2022/08/12 00:00:00+00,15 130309 07 1J,Eating Establishment
376,Restaurant,2614939 ONTARIO CORPORATION O/A LAZEEZ SHAWARMA,1031 KING ST W  HAMILTON ON L8S 1L6,2022/07/12 00:00:00+00,18 294353 03 1J,Eating Establishment
377,Restaurant,2617159 ONTARIO INC O/A FRESHII,90 HWY 8  STONEY CREEK ON L8G 4H3,2022/12/13 00:00:00+00,18 295246 03 1J,Eating Establishment
378,Restaurant Take-Out,2617841 ONTARIO INC O/A PAK SUSHI,54 WILSON ST W  ANCASTER ON L9G 1N2,2022/06/27 00:00:00+00,18 294292 03 1J,Eating Establishment
379,Restaurant with Liquor Service,2619830 ONTARIO INC O/A SHORTY'S PIZZA,1099 CANNON ST E  HAMILTON ON,2022/08/08 00:00:00+00,18 294193 03 1J,Eating Establishment
380,Restaurant with Liquor Service,2621852 ONTARIO INC. O/A EAST SIDE MARIO'S,1389 UPPER JAMES ST  HAMILTON ON L9B 1K2,2022/07/06 00:00:00+00,18 294289 03 1J,Eating Establishment
381,Restaurant Take-Out,2627006 ONTARIO INC O/A PAULIE'S WINGS AND DONAIRS,30 RYMAL RD E  HAMILTON ON L9B 1T7,2022/06/15 00:00:00+00,18 294303 03 1J,Eating Establishment
382,Restaurant Take-Out,2628449 ONTARIO LIMITED O/A SWEET JESUS,999 UPPER WENTWORTH ST  HAMILTON ON L9A 4X5,2022/11/25 00:00:00+00,18 294609 03 1J,Eating Establishment
383,Restaurant Take-Out,2629431 ONTARIO INC O/A BASKIN ROBBINS,1685 MAIN ST W  HAMILTON ON L8S 1G5,2022/02/05 00:00:00+00,20 297330 01 1J,Eating Establishment
384,Restaurant Take-Out,2629508 ONTARIO CORP O/A CANADIAN MINI INDY INC,2633 HIGHWAY NO. 6  GLANBROOK ON,2022/05/18 00:00:00+00,16 290700 05 1J,Eating Establishment
385,Restaurant with Liquor Service,2629534 ONTARIO INC O/A DRAGON COURT RESTAURANT,988 KING ST W  HAMILTON ON L8S 1L1,2022/05/31 00:00:00+00,18 294133 03 1J,Eating Establishment
386,Restaurant,2635451 ONTARIO INC O/A PHO NHUNG,85 QUEEN ST N  HAMILTON ON L8R 2V5,2022/07/06 00:00:00+00,18 294310 03 1J,Eating Establishment
387,Restaurant with Liquor Service,2636993 ONTARIO INC. O/A STACKED PANCAKE HOUSE,2176 RYMAL RD E  GLANBROOK ON,2022/12/15 00:00:00+00,20 297971 01 1J,Eating Establishment
388,Restaurant with Liquor Service,2637143 ONTARIO INC O/A  ELECTRIC DINER ,96 GEORGE ST  HAMILTON ON L8P 1E2,2022/09/12 00:00:00+00,19 296691 02 1J,Eating Establishment
389,Restaurant,2638087 ONTARIO INC. O/A PANINOTECA,1660 UPPER JAMES ST  HAMILTON ON L9B 1K6,2022/06/28 00:00:00+00,18 294404 03 1J,Eating Establishment
390,Restaurant,2640785 ONTARIO INC O/A SIMPLY ITALIAN BAKERY,210 OTTAWA ST N  HAMILTON ON,2022/05/01 00:00:00+00,19 295864 02 1J,Eating Establishment
391,Restaurant with Liquor Service,2646955 ONTARIO LTD O/A FIRE INSPIRED FOODS O/A STATE & MAIN,1591 UPPER JAMES ST  HAMILTON ON,2022/07/04 00:00:00+00,19 296020 02 1J,Eating Establishment
392,Restaurant Take-Out,2647960 ONTARIO LTD O/A PAGODA CHOP SUEY HOUSE,784 CONCESSION ST  HAMILTON ON L8V 1C9,2022/02/25 00:00:00+00,18 295421 02 1J,Eating Establishment
393,Restaurant with Liquor Service,2651651 ONTARIO INC O/A HALIBUT HOUSE FISH & CHIPS,54 WILSON ST W  ANCASTER ON L9G 1N2,2022/04/29 00:00:00+00,19 295632 02 1J,Eating Establishment
394,Restaurant,2651777 ONTARIO INC. O/A SMOKE'S POUTINERIE,112 GEORGE ST  HAMILTON ON L8P 1E2,2022/04/30 00:00:00+00,19 295876 02 1J,Eating Establishment
395,Restaurant Take-Out,2652314 ONTARIO INC O/A PIZZA BY JOHNNY,115 HAMILTON ST N  FLAMBOROUGH ON L8B 1A8,2022/11/29 00:00:00+00,18 295118 03 1J,Eating Establishment
396,Restaurant,2652802 ONTARIO INC  O/A POPEYE'S,80 DUNDAS ST E  FLAMBOROUGH ON,2022/12/03 00:00:00+00,19 297066 02 1J,Eating Establishment
397,Restaurant Take-Out,2656996 ONTARIO INC O/A LAVA PIZZA & WINGS,550 FENNELL AVE E  HAMILTON ON L8V 1T1,2022/12/12 00:00:00+00,18 294998 03 1J,Eating Establishment
398,Restaurant Take-Out,2657182 ONTARIO INC O/A LAVA PIZZA & WINGS,387 BARTON ST E  HAMILTON ON L8L 2Y2,2022/11/22 00:00:00+00,18 295010 03 1J,Eating Establishment
399,Restaurant with Liquor Service,2658368 ONTARIO INC.,1791 STONE CHURCH RD E 4 STONEY CREEK ON,2022/04/09 00:00:00+00,20 297861 00 1J,Eating Establishment
400,Restaurant with Liquor Service,2659552 ONTARIO INC O/A DOUGH BOX,1457 MAIN ST W  HAMILTON ON L8S 1C9,2022/04/23 00:00:00+00,19 295907 02 1J,Eating Establishment
401,Restaurant,2659836 ONTARIO INC. O/A QUESADA BURRITOS & TACOS,1170 RYMAL RD E  HAMILTON ON,2022/01/31 00:00:00+00,19 295542 02 1J,Eating Establishment
402,Restaurant,2661184 ONTARIO INC O/A BURRITO BANDIDOS,228 KING ST W  HAMILTON ON L8P 1A9,2022/03/08 00:00:00+00,21 298596 00 1J,Eating Establishment
403,Restaurant with Liquor Service,2663933 ONTARIO INC O/A MAIPAI,629 BARTON ST E  HAMILTON ON,2022/10/22 00:00:00+00,19 296317 02 1J,Eating Establishment
404,Restaurant with Liquor Service,2664170 ONTARIO INC. O/A TIN CUP SPORTS GRILL (ANCASTER),103 PORTIA DR E1 ANCASTER ON,2022/02/22 00:00:00+00,20 298527 00 1J,Eating Establishment
405,Restaurant with Liquor Service,2664483 ONTARIO INC O/A STACKED PANCAKE HOUSE,73 WILSON ST W  ANCASTER ON,2022/11/20 00:00:00+00,19 296109 02 1J,Eating Establishment
406,Restaurant with Liquor Service,2668729 ONTARIO INC. O/A RICO'S RESTAURANT,866 MOHAWK RD E  HAMILTON ON L8T 2R5,2023/01/03 00:00:00+00,18 295382 03 1J,Eating Establishment
407,Restaurant with Liquor Service,2672884 ONTARIO INC O/A VICTORIA'S STEAK & SEAFOOD,470 KING ST W  HAMILTON ON L8S 1B7,2022/02/26 00:00:00+00,20 297366 01 1J,Eating Establishment
408,Restaurant,2674597 ONTARIO INC O/A GOTANGO,1080 WILSON ST W  ANCASTER ON,2022/09/18 00:00:00+00,19 296783 02 1J,Eating Establishment
409,Restaurant,2675644 ONTARIO INC O/A AVESTA RESTAURANT,1059 UPPER JAMES ST  HAMILTON ON L9C 3A6,2022/08/28 00:00:00+00,20 297717 01 1J,Eating Establishment
410,Restaurant,2677650 ONTARIO INC O/A TIM HORTON'S,418 SHERMAN AVE N  HAMILTON ON,2022/05/22 00:00:00+00,19 295943 02 1J,Eating Establishment
411,Restaurant,2680277 ONTARIO INC O/A ROYAL PAAN,30 RYMAL RD E  HAMILTON ON L9B 1T7,2022/07/08 00:00:00+00,20 297788 01 1J,Eating Establishment
412,Restaurant,2682026 ONTARIO INC O/A POPEYES,1352 SOUTH SERVICE RD  STONEY CREEK,2022/02/27 00:00:00+00,19 296830 01 1J,Eating Establishment
413,Restaurant,2682132 ONTARIO INC O/A FIREHOUSE SUBS,146 HWY 8  STONEY CREEK ON L8G 1C2,2022/02/20 00:00:00+00,20 297357 01 1J,Eating Establishment
414,Restaurant,2689124 ONTARIO INC O/A HUI'S DINER ,115 PARK ST N  HAMILTON ON,2022/11/17 00:00:00+00,20 298324 01 1J,Eating Establishment
415,Restaurant,2689257 ONTARIO INC O/A BAR BURRITO,630 UPPER JAMES ST 1LF HAMILTON ON,2022/12/04 00:00:00+00,19 296874 02 1J,Eating Establishment
416,Restaurant Take-Out,2690990 ONTARIO INC. O/A LAVA PIZZA & WINGS,876 KING ST W  HAMILTON ON L8S 1K3,2022/05/28 00:00:00+00,19 295979 02 1J,Eating Establishment
417,Restaurant,2691000 ONTARIO INC O/A SUBWAY,279 DUNDAS ST E  FLAMBOROUGH ON,2022/09/16 00:00:00+00,19 296453 02 1J,Eating Establishment
418,Restaurant Take-Out,2691064 ONTARIO INC O/A SHAWARMA AND FALAFEL FACTORY,1481 MAIN ST W  HAMILTON ON L8S 1E1,2022/08/01 00:00:00+00,19 296423 02 1J,Eating Establishment
419,Restaurant,2691634 ONTARIO INC. O/A SHAWARMA ROYALE,108 YORK BLVD  HAMILTON ON,2022/09/16 00:00:00+00,21 299464 00 1J,Eating Establishment
420,Restaurant with Liquor Service,2693360 ONTARIO INC O/A PIZZA PIZZA,280 MUD ST W E1 STONEY CREEK ON,2022/07/29 00:00:00+00,19 296452 02 1J,Eating Establishment
421,Restaurant Take-Out,2694753 ONTARIO INC O/A LAVA PIZZA & WINGS,309 GRAYS RD  HAMILTON ON L8E 1V6,2022/06/04 00:00:00+00,19 296143 02 1J,Eating Establishment
422,Restaurant,2694951 ONTARIO INC. O/A COCO FRESH TEA & JUICE,1548 MAIN ST W  HAMILTON ON L8S 1E5,2022/01/30 00:00:00+00,19 297230 01 1J,Eating Establishment
423,Restaurant Take-Out,2698626 ONTARIO CORP. O/A VILLA MADINA,999 UPPER WENTWORTH ST  HAMILTON ON L9A 4X5,2022/11/19 00:00:00+00,20 298225 01 1J,Eating Establishment
424,Restaurant,2704546 ONTARIO INC O/A PITA PIT ,649 UPPER JAMES ST  HAMILTON ON L9C 2Y9,2022/09/30 00:00:00+00,19 296645 02 1J,Eating Establishment
425,Restaurant Take-Out,2704652 ONTARIO INC. O/A GINO'S PIZZA,65 MALL RD  HAMILTON ON L8V 5B8,2022/11/20 00:00:00+00,19 296647 02 1J,Eating Establishment
426,Restaurant,2705361 ONTARIO LTD O/A ONE FOR ALL COFFEE,241 KING ST E  HAMILTON ON,2022/04/23 00:00:00+00,21 298898 00 1J,Eating Establishment
427,Restaurant with Liquor Service,2707954 ONTARIO INC O/A OSTEN BEER HALL & 1101 CAFE BAR,1101 CANNON ST E  HAMILTON ON,2022/11/12 00:00:00+00,19 296944 02 1J,Eating Establishment
428,Restaurant Take-Out,2712567 ONTARIO LTD. O/A FENNELL SUBS,676 FENNELL AVE E  HAMILTON ON,2022/11/14 00:00:00+00,19 296695 02 1J,Eating Establishment
429,Restaurant with Liquor Service,2712589 ONTARIO INC O/A NARA MEDITERRANEAN CUISINE,255 DUNDAS ST E  FLAMBOROUGH ON L0R 2H1,2022/10/18 00:00:00+00,19 296860 02 1J,Eating Establishment
430,Restaurant,2714369 ONTARIO INC O/A DREAM'S CAFE,94 CANNON ST W  HAMILTON ON,2022/09/07 00:00:00+00,14 274883 07 1J,Eating Establishment
431,Restaurant,271540 ONTARIO INC. O/A PITA PIT,94 DUNDAS ST E  FLAMBOROUGH ON,2022/04/24 00:00:00+00,19 297228 01 1J,Eating Establishment
432,Restaurant with Liquor Service,2716346 ONTARIO INC O/A THAI CHILI RESTAURANT,242 KING ST W  HAMILTON ON,2022/04/28 00:00:00+00,20 297541 01 1J,Eating Establishment
