licence number,establishment name,location address line 1,location address line 2,location address  city,location postal code,licence type,licence subtype,capacity
301399,Amica At West Vancouver,659 Clyde Avenue,,WEST VANCOUVER,V7T1C8,Food Primary,,268
137488,Amica at Beechwood Village,2315 Mills Road,,SIDNEY,V8L5W6,Food Primary,,218
306519,Amica at Douglas House,50 Douglas St,,VICTORIA,V8V2N8,Food Primary,,132
307515,Amica at Edgemont Village,3142 Highland Blvd,,NORTH VANCOUVER,V7R2X6,Food Primary,,330
306255,Amici Miei Italian Restaurant,1114 Denman Street,,VANCOUVER,V6G2M8,Food Primary,,29
138937,Amigo's on Main Nightclub,4701 51ST ST,,CHETWYND,V0C1J0,Liquor Primary,,168
305302,Amore Pizza Factory,6273 Main St,,OLIVER,V0H1T0,Food Primary,,20
142409,Amorosa/ Santali Restaurant ,7870 Edmonds St,,BURNABY,V3N1B8,Food Primary,,70
306041,Ampersand Distilling Company,4077 Lanchaster Rd,,DUNCAN,V9L6G2,Manufacturer,Distillery,0
050072,Amrikkos Indian Grill,487 Island Hwy E,,PARKSVILLE,V9P2H6,Food Primary,,72
304130,Amrikkos Tadka Lounge,298 Island Highway,,VICTORIA,V9B1G5,Food Primary,,95
304957,Amsterdam Restaurant,1-111 Oriole Rd,,KAMLOOPS,V2C4N6,Food Primary,,78
302215,An Indian Affair,#146 - 19653 Willowbrook Drive,,LANGLEY,V2Y1A5,Food Primary,,50
307537,Anchor Grill,3001 43rd Ave,,VERNON,V1T3L4,Food Primary,,92
027813,Anchor Inn,261 S. Island Hwy,,CAMPBELL RIVER,V9W2B3,Food Primary,,634
304108,Ancient Hill Winery,4918 Anderson Road,,KELOWNA,V1X7V7,Manufacturer,Winery,0
306504,Ancora Waterfront Dining & Partio,2 - 1600 Howe St.,,VANCOUVER,V6Z2L9,Food Primary,,213
302423,Andamiro Bistro,2568 Kingsway,,VANCOUVER,V5R5H2,Food Primary,,71
306680,Anderson Distilleries,106-3011 Underhill Avenue,,BURNABY,V5A3C2,Manufacturer,Distillery,0
305157,Andiamo Italian Restaurant,260 Ross St NE,,SALMON ARM,V1E4N7,Food Primary,,66
307223,Andina Brewing,1507 Powell Street,,VANCOUVER,V5L1H3,Manufacturer,Brewery,0
121352,Andrea's Restaurant,20227 56 Ave,,LANGLEY,V3A3Y6,Food Primary,,195
300438,Angel Estate Winery ,2170 Westham Island Road,,DELTA,V4K3N2,Manufacturer,Winery,0
307687,Angry Hen Brewing Company,343 Front Street,,KASLO,V0G1M0,Manufacturer,Brewery,0
300890,AnnaLena,1809 West 1st  Avenue,,VANCOUVER,V6J5B8,Food Primary,,62
306409,Antico Pizza Napoletana,347 Bernard Ave,,KELOWNA,V1Y6N6,Food Primary,,65
051495,Antonio's Restaurant,33486 South Fraser Way,,ABBOTSFORD,V2S2B5,Food Primary,,60
306093,Anvil Centre,777 Columbia Street,,NEW WESTMINSTER,V3L4H9,Liquor Primary,,1785
102984,Anvil Neighbourhood Pub,5639 Horsefly Rd,,HORSEFLY,V0L1L0,Liquor Primary,,120
302835,Aomi Sushi Japanese Restaurant,12- 4600 Lakeshore Road,,KELOWNA,V1W1X4,Food Primary,,61
305717,Aomori Sushi,12 - 13767  72nd Ave,,SURREY,V3W9Z1,Food Primary,,40
302708,Apero Kitchen & Wine bar,1735 Marine Drive,,WEST VANCOUVER,V7V1J5,Food Primary,,80
054234,Apex Mountain Resort,34km West of Penticton,,PENTICTON,V2A6J9,Liquor Primary,,422
140422,Apex Mountain Resort,34km West of Penticton,,PENTICTON,V2A6J9,Food Primary,,439
060411,Aphrodite's Organic Cafe,3605 W  4TH AVE,,VANCOUVER,V6R1P2,Food Primary,,147
300448,Applause Japanese Restaurant,8269 Oak Street,,VANCOUVER,V6P4A8,Food Primary,,49
175806,Apple Bowl Stadium,1557 Burtch Rd,,KELOWNA,V1Y4A9,Liquor Primary,,2300
056410,Apple Tree Restaurant (Victoria),1501 Admirals Rd,,VICTORIA,V9A2P8,Food Primary,,165
305982,Appy's Pub,714 Sayward Road,,SAYWARD,V0P1R0,Liquor Primary,,94
062617,Araxi's Restaurant,4222 Village Square,,WHISTLER,V0N1B4,Food Primary,,298
305824,Arbutus Distillery,1890 Boxwood Rd,,NANAIMO,V9S5Y2,Manufacturer,Distillery,0
141363,Arbutus Ridge Golf Club,3515 Telegraph Rd. ,RR  2,COBBLE HILL,V0R1L0,Food Primary,,268
143711,Arbutus Ridge Golf Club,3515 Telegraph Rd. ,RR  2,COBBLE HILL,V0R1L0,Liquor Primary,,107
300418,Area Support Unit Chilliwack,5535 Korea Rd,,CHILLIWACK,V2P8A6,Liquor Primary,,248
304891,Aree Thai Restaurant,1150 Kingsway,,VANCOUVER,V5V3C8,Food Primary,,70
300952,Arigato Sushi,1821 East Trans Canada Hwy.,,KAMLOOPS,V2C3Z7,Food Primary,,70
301748,Arigato Sushi,70 - 1395 Hillside Drive,,KAMLOOPS,V2E2R7,Food Primary,,67
303575,Arirang Korean Restaurant,14916 - 104 Ave,,SURREY,V3R1M7,Food Primary,,40
306386,Arirang Restaurant,935 Cranberry Lake Rd,,VALEMOUNT,V0E2Z0,Food Primary,,153
300031,Arisu Authentic Korean BBQ,203-4501 North Road,,BURNABY,V3N4R7,Food Primary,,130
012860,Arlington Hotel (Nanoose Bay),2414 Island Hwy,,NANOOSE BAY,V9P9E2,Liquor Primary,,132
009349,Arlington Hotel (Trail),975 Spokane St,,TRAIL,V1R3W7,Liquor Primary,,238
195224,Arlington Licensed Liquor Store,2414 Island Highway East,,NANOOSE BAY,V9P9E2,Licensee Retail Store,,
302621,Armour Mountain Restaurant ,4347 Yellowhead Highway ,,BARRIERE,V0E1E0,Food Primary,,44
195353,Arms Beer Wine & Liquor Store,3255 Coast Meridian Road,,PORT COQUITLAM,V3C3N3,Licensee Retail Store,,
139506,Arms Reach Bistro,107C - 4390 Gallant Ave,,NORTH VANCOUVER,V7G1L2,Food Primary,,95
302480,Arms Reach Cafe,8406 Busk Road,,BALFOUR,V0G1C0,Food Primary,,182
113850,Armstrong Hotel,2715 Pleasant Valley Road,,ARMSTRONG,V0E1B0,Liquor Primary,,100
302100,Armstrong Hotel Restaurant,2715 Pleasant Valley Road,,ARMSTRONG,V0E1B0,Food Primary,,50
192717,Armstrong Inn,3400 Smith Dr,,ARMSTRONG,V0E1B1,Licensee Retail Store,,
203671,Armstrong Wine & Brew,2545 Patterson Ave,,ARMSTRONG,V0E1B0,UBrew/UVin,,
304782,"Army, Navy & Air Force Veterans In Canada, #  5",2500 46th Ave,,VERNON,V1T8S2,Liquor Primary,,425
019933,"Army, Navy & Air Force Veterans In Canada, #305",46268 Yale Rd,,CHILLIWACK,V2P2P6,Liquor Primary,Club,204
029737,"Army, Navy & Air Force Veterans in Canada No. 284",105 - 11900 No. 1 Road,,RICHMOND,V7E1S9,Liquor Primary,Club,325
054737,"Army, Navy & Air Force Veterans in Canada No. 302",9831 Fourth St,,SIDNEY,V8L2Z2,Liquor Primary,Club,250
303244,"Army, Navy & Air Force Veterans in Canada No. 315",30346 McNeil Avenue,,ABBOTSFORD,V4X1V5,Liquor Primary,Club,88
012131,"Army, Navy & Air Force Veterans in Canada, #293",1708 Peninsula Rd,,UCLUELET,V0R3A0,Liquor Primary,Club,100
119480,"Army, Navy & Airforce Veterans in Canada No. 290",#9 - 177 Tranquille Road,,KAMLOOPS,V2B3H2,Liquor Primary,,142
050638,"Army, Navy and Air Force Veterans in Canada, #376",270 Dougall Road North,,KELOWNA,V1X3K5,Liquor Primary,Club,252
304525,Aroma Indian Restaurant & Lounge,50 Queens Street,,PORT MOODY,V3H2N4,Food Primary,,120
307231,Aroy - D Thai Food Restaurant,243 3rd Ave. W.,,PRINCE RUPERT,V8J1L2,Food Primary,,114
028754,Arriva Ristorante,1537 Commercial Dr,,VANCOUVER,V5L3Y1,Food Primary,,120
136416,Arrow Yacht Club,Broadwater Rd,,ROBSON,V0G1X0,Liquor Primary,Club,130
300704,Arrowana Restaurant,601 Pine Avenue,,SPARWOOD,V0B2G0,Food Primary,,50
305082,Arrowhead Brewing Company,481 Arrow Road,,INVERMERE,V0A1K0,Manufacturer,Brewery,0
300481,Arrowleaf Cellars Winery,1574 Camp Rd,,LAKE COUNTRY,V4V1K1,Manufacturer,Winery,0
307510,Arrowvale Cafe,5955 Hector Rd,,PORT ALBERNI,V9Y9E8,Food Primary,,45
204695,Art Of Brewing,614 RAILWAY ST,,NELSON,V1L1H4,UBrew/UVin,,
203948,Art of Brewing Ltd.,15-1156 Rocky Creek Rd,,LADYSMITH,V9G1A4,UBrew/UVin,,
306825,Artisan Bistro,350-777 Royal Oak Drive,,VICTORIA,V8X4V1,Food Primary,,74
303442,Artisan Eats Cafe & Fine Foods,539 Artisan Lane,,BOWEN ISLAND,V0N1G0,Food Primary,,107
302222,Artisan Sakemaker at Granville Island,1339 Railspur Alley,,VANCOUVER,V6H4G9,Manufacturer,Winery,0
302917,Artisan Wine Shop,644 Broughton St,,VICTORIA,V8W1C9,Wine Store,Off-site Winery Store,
304194,Artistry Coffee Shop,2959  4th Ave W,,VANCOUVER,V6K1R3,Food Primary,,50
306301,Artus Bottling Ltd.,1375 Commercial Way,,PENTICTON,V2A3H4,Manufacturer,Distillery - Co-Packer,0
102901,Asahi Japanese Restaurant,103  2540 Mary Hill Road,,PORT COQUITLAM,V3C3B2,Food Primary,,90
153578,Asakusa Japanese Restaurant,104B - 8850 Walnut Grove Dr,,LANGLEY,V1M2C9,Food Primary,,50
306152,Ash Street Bistro,611-41st Ave W,,VANCOUVER,V5Z0C7,Food Primary,,255
306169,Ashiana Tandoori Restaurant,1440 Kingsway,,VANCOUVER,V5N2R5,Food Primary,,145
307430,Ashoka Indian Cuisine,101 Westminster Ave W,,PENTICTON,V2A1J7,Food Primary,,240
300722,Ashoka Indian Restaurant,20530 Fraser Highway,,LANGLEY,V3A4G2,Food Primary,,63
304314,Asia Garden Restaurant,4541 Margaret Street,,PORT ALBERNI,V9Y6G8,Food Primary,,38
027258,Asian Avenue Restaurant,4101 32 St,,VERNON,V1T5P3,Food Primary,,152
211200,Asian Food,467 Bernard Ave,,KELOWNA,V1Y6N8,Food Primary,,40
134335,Asian Jazz Restaurant,8263 120TH ST,,DELTA,V4C6R1,Food Primary,,40
167355,Asian Noodle House,313 GOLDSTREAM AVE,,COLWOOD,V9B2W4,Food Primary,,50
305568,Asian Pear Buffet,2050 Harvey Avenue,,KELOWNA,V1Y8P8,Food Primary,,178
303058,Ask for Luigi Restaurant ,305 Alexander St.,,VANCOUVER,V6A1C4,Food Primary,,27
071794,Aspen Motor Inn,Hwy 16,,SMITHERS,V0J2N0,Food Primary,,271
306537,Assembli Custom Pizzas & Salads,2325 Cambie St,,VANCOUVER,V5Z2T9,Food Primary,,41
303166,Asteras Greek Taverna,347 Wesley Street,,NANAIMO,V9R2T5,Food Primary,,50
139155,Astoria,769 East Hastings Street,,VANCOUVER,V6A1R3,Liquor Primary,,220
191222,Astoria,769 East Hastings Street,,VANCOUVER,V6A1R3,Licensee Retail Store,,
306340,Astoria Retirement Residence,2245 Kelly Ave,,PORT COQUITLAM,V3C0B1,Food Primary,,180
023033,Atlin Inn,1st Street,,ATLIN,V0W1A0,Liquor Primary,,106
301935,Atlin Inn,1st Street,,ATLIN,V0W1A0,Food Primary,,80
187078,Atoli Seafood Restaurant,192 West Island Highway,,PARKSVILLE,V9P2H5,Food Primary,,50
301447,Atrevida Lounge,134 Madrona Drive,,GALIANO ISLAND,V0N1P0,Liquor Primary,,11
212355,Atrevida Restaurant ,134 Madrona Drive,,GALIANO ISLAND,V0N1P0,Food Primary,,201
131973,Atrium Inn,2889 E  HASTINGS ST,,VANCOUVER,V5K2A1,Liquor Primary,,118
131989,Atrium Inn,2889 E  HASTINGS ST,,VANCOUVER,V5K2A1,Food Primary,,285
306168,Au Comptoir,2278 4th Ave W,,VANCOUVER,V6K1N8,Food Primary,,54
305019,Auntie Ag's Seafood Cafe,6240 Main St.,,OLIVER,V0H1T0,Food Primary,,39
307502,Auntie Barb's,217 Cranbrook St N,,CRANBROOK,V1C3R1,Food Primary,,158
121620,Auntie Pesto's Cafe & Deli,2104 115 FULFORD-GANGES RD,,SALT SPRING ISLAND,V8K2T9,Food Primary,,62
117152,Aura ,1176 Granville Street,,VANCOUVER,V6Z1L8,Liquor Primary,,330
306468,Aurora Winery,120 - 6753 Graybar Road,,RICHMOND,V6W1H7,Manufacturer,Winery,0
183471,Austin House Fish & Chips,19182 Lougheed Hwy,,PITT MEADOWS,V3Y2H6,Food Primary,,56
303247,Austin House Fish & Chips ,5 - 45695 Hocking Ave,,CHILLIWACK,V2P6Z6,Food Primary,,50
195200,Austin Station Liquor Store,Unit #11 - 2662 Austin Ave,,COQUITLAM,V3K6C4,Licensee Retail Store,,
305183,Ave Maria Specialties,1638 20 AVE,,PRINCE GEORGE,V2L4B6,Wine Store,Sacramental Wine Store,
302673,Avenue Restaurant,2064 Comox Ave,,COMOX,V9M1P8,Food Primary,,80
301822,Averill Creek Vineyard,6552 North Road,,DUNCAN,V9L6K9,Manufacturer,Winery,0
165337,Avocado Bay,203 - 1184 Denman Street,,VANCOUVER,V6G2M9,Food Primary,,175
125651,Axe and Barrel Barbecue Brewhouse,2323 MILLSTREAM RD,,LANGFORD,V9B3R4,Liquor Primary,,217
306486,Axe and Barrel Brewing Company,2323 Millstream Rd,,LANGFORD,V9B3R4,Manufacturer,Brewery,0
304094,Axum Restaurant,1279 Hastings St East,,VANCOUVER,V6A1S4,Food Primary,,49
301034,Azuma Sushi,615 Yates St,,VICTORIA,V8T2C1,Food Primary,,130
073991,Azumae Korean & Japanese Restaurant,207 - 20688 Eastleigh Cres,,LANGLEY,V3A4C4,Food Primary,,60
301016,B's Cookhouse,5855 176A Street,,SURREY,V3S4H4,Food Primary,,54
034800,B's Craft Beer Lounge ,100-19665 Willowbrook Drive,,LANGLEY,V2Y1A5,Liquor Primary,,24
300939,B's Public House,5855 176A St.,,SURREY,V3S4H4,Liquor Primary,,138
204538,B.A. BREWMASTER,20 1425 CARIBOO PLACE,,KAMLOOPS,V2C5Z3,UBrew/UVin,,
301990,B.A. Winexpert,50 - 1967 E Trans Canada Hwy,,KAMLOOPS,V2C4A4,UBrew/UVin,,
037931,B.C. PLACE STADIUM,777 PACIFIC BLVD,,VANCOUVER,V6B4Y8,Liquor Primary,,82238
176030,B.C.I.T. (DOWNTOWN CAMPUS),555 SEYMOUR ST,,VANCOUVER,V6B3H6,Liquor Primary,,200
304635,B.P.O.E. Benevolent Protective Order of Elks #45,3103 30th Street,,VERNON,V1T5E3,Liquor Primary,,203
182567,BAAN THAI RESTAURANT,1090 SHOPPERS ROW,,CAMPBELL RIVER,V9W2C6,Food Primary,,52
007713,BABINE LODGE LOUNGE & RESTAURANT,BOX 9 SS 1,,TOPLEY LANDING,V0J1W0,Food Primary,,55
167334,BABINE LODGE LOUNGE & RESTAURANT,BOX 9 SS 1,,TOPLEY LANDING,V0J1W0,Liquor Primary,,30
119611,BACI'S - A TASTE OF ITALY,3728 E  HASTINGS ST,,BURNABY,V5C2H5,Food Primary,,60
203377,BACK DOOR WINE CELLAR,503 7TH AVE,,INVERMERE,V0A1K0,UBrew/UVin,,
084232,BALFOUR BEACH INN,8406 BUSK ST,,BALFOUR,V0G1C0,Liquor Primary,,168
135035,BALFOUR GOLF & COUNTRY CLUB,602 Queens Bay Road,,BALFOUR,V0G1C0,Food Primary,,161
136348,BALFOUR GOLF & COUNTRY CLUB,602 Queens Bay Road,,BALFOUR,V0G1C0,Liquor Primary,,29
209583,BAMBOO CAFE,5103 JOYCE ST.,,VANCOUVER,V5R5A8,Food Primary,,95
063322,BAMBOO GARDEN  (CRANBROOK),20 - 8TH AVE S,,CRANBROOK,V1C2K3,Food Primary,,68
005119,BAMBOO GROVE RESTAURANT,6920 NO  3 RD,,RICHMOND,V6Y2C5,Food Primary,,111
012393,BAMBOO INN RESTAURANT  (KAMLOOPS),6 - 1800 TRANQUILLE RD,,KAMLOOPS,V2B3L9,Food Primary,,91
207628,BAMFIELD LODGE,275 BOARDWALK,PO BOX 23,BAMFIELD,V0R1B0,Food Primary,,50
185065,BANANA LEAF,820 W BROADWAY,,VANCOUVER,V5Z1J8,Food Primary,,80
115485,BARCLAY HOTEL,1348-1368 ROBSON ST,,VANCOUVER,V6E1C5,Liquor Primary,,100
037402,BARLEY MILL PUB RESTAURANT & BEER STORE,2460 SKAHA LAKE RD,,PENTICTON,V2A6E9,Liquor Primary,,332
179748,BARLEY MILL PUB RESTAURANT & BEER STORE,2460 SKAHA LAKE RD,,PENTICTON,V2A6E9,Food Primary,,104
191859,BARLEY MILL PUB RESTAURANT & BEER STORE,2460 SKAHA LAKE RD,,PENTICTON,V2A6E9,Licensee Retail Store,,
011269,BARRIERE MOTOR INN,4347 YELLOWHEAD HWY,,BARRIERE,V0E1E0,Liquor Primary,,85
192212,BARRIERE MOTOR INN,4347 YELLOWHEAD HWY,,BARRIERE,V0E1E0,Licensee Retail Store,,
075778,BAVARIA RESTAURANT,33233 WALSH AVE,,ABBOTSFORD,V2S1Z9,Food Primary,,68
205291,BAVARIAN WINE WORKS,395 ST. MARY'S AVE,,KIMBERLEY,V1A2K2,UBrew/UVin,,
056818,BAY MOORINGS STEAK & SEAFOOD HOUSE,6330 BAY ST,,WEST VANCOUVER,V7W2G9,Food Primary,,174
218624,BAY SUSHI,6371 BRUCE ST.,,WEST VANCOUVER,V7W2G5,Food Primary,,12
201977,BAYOU BREWING CLUB,120 3771 JACOMBS RD,,RICHMOND,V6V2L9,UBrew/UVin,,
211236,BAYSHORE RESORT,13165 HWY  3A,BOX 6,BOSWELL,V0B1A0,Food Primary,,119
306694,BBQ Nation Restaurant,101 - 7238 137 St,,SURREY,V3W1V3,Food Primary,,28
306573,BBong Korean Restaurant,260-329 North Road,,COQUITLAM,V3K3V8,Food Primary,,60
008811,BC Eagle Restaurant,BOX 67,,NEW HAZELTON,V0J2J0,Food Primary,,215
301229,BC Sushi,2126 W Broadway,,VANCOUVER,V6K2C8,Food Primary,,122
306197,BC Tree Fruits Cider Company,880 Vaughan Avenue,,KELOWNA,V1Y7E4,Manufacturer,Winery,0
302874,BC Wine Information Centre,101 - 553 Vees Drive ,,PENTICTON,V2A8S3,Wine Store,BC VQA Wine Store,
305200,BC Wine Studio,2434 Oliver Ranch Road,,OKANAGAN FALLS,V0H1R2,Manufacturer,Winery,0
302884,BC Wineguys - VQA Wine Store Cadboro Bay Road,2579 Cadboro Bay Road,,OAK BAY,V8R5J1,Wine Store,BC VQA Wine Store,
143753,BCIT - FOOD PAVILION,3700 WILLINGDON AVE,,BURNABY,V5G3H2,Food Primary,,687
195175,BDS Liquor Mart,13975 - 13977 16th Avenue,,SURREY,V4A1P8,Licensee Retail Store,,
001067,BEACH GARDENS RESORT HOTEL,7074 WESTMINSTER ST,,POWELL RIVER,V8A1C5,Liquor Primary,,41
016712,BEACH GARDENS RESORT HOTEL,7074 WESTMINSTER ST,,POWELL RIVER,V8A1C5,Food Primary,,575
017585,BEACH GARDENS RESORT HOTEL,7074 WESTMINSTER ST,,POWELL RIVER,V8A1C5,Liquor Primary,,214
193426,BEACH GARDENS RESORT HOTEL,7074 WESTMINSTER ST,,POWELL RIVER,V8A1C5,Licensee Retail Store,,
041430,BEACH GROVE GOLF CLUB,5946 - 12TH AVE,,DELTA,V4L1C7,Liquor Primary,Club,196
206692,BEACH GROVE GOLF CLUB,5946 - 12TH AVE,,DELTA,V4L1C7,Food Primary,,268
020651,BEACONSFIELD LODGE,APEX MOUNTAIN,,PENTICTON,V2A6J9,Food Primary,,621
209390,BEACONSFIELD LODGE,APEX MOUNTAIN,,PENTICTON,V2A6J9,Liquor Primary,,44
023473,BEAR COUNTRY INN,4702 LAKELSE AVE,,TERRACE,V8G1R6,Food Primary,,131
153515,BEAR PAW RANCH,HWY  37,Box 69,ISKUT,V0J1K0,Food Primary,,111
186729,BEAR'S CLAW LODGE,1492 CARIBOO HIGHWAY 97,,CACHE CREEK,V0K1H0,Food Primary,,100
206960,BEAR'S PAW CAFE,12415 BARKERVILLE HWY,PO BOX 206,WELLS,V0K2R0,Food Primary,,129
078433,BEAVER VALLEY CURLING CLUB,435 PINE AVE,BOX 146,FRUITVALE,V0G1L0,Liquor Primary,Club,170
210426,BEIJING GRAND RESTAURANT,3274 3RD AVE,,PORT ALBERNI,V9Y4E1,Food Primary,,96
065775,BEIJING RESTAURANT (PENTICTON),504 MAIN ST,,PENTICTON,V2A5C7,Food Primary,,135
162839,BELFRY THEATRE,1291 GLADSTONE AVE,,VICTORIA,V8T1G5,Liquor Primary,,475
040279,BELLA VITA RESTAURANT,22471 LOUGHEED HWY,,MAPLE RIDGE,V2X2T8,Food Primary,,205
189411,BELLAGGIO CAFE,777 HORNBY STREET,,VANCOUVER,V6Z1S4,Food Primary,,112
103800,BELMONT HOTEL,725 3RD AVE W,,PRINCE RUPERT,V8J1M5,Liquor Primary,,215
191776,BELMONT HOTEL,725 3RD AVE W,,PRINCE RUPERT,V8J1M5,Licensee Retail Store,,
103485,"BENEVOLENT AND PROTECTIVE ORDER OF ELKS, # 30",33336 2ND AVE,,MISSION,V2V1K3,Liquor Primary,Club,310
057539,"BENEVOLENT AND PROTECTIVE ORDER OF ELKS, # 51",343 ELLIS ST,,PENTICTON,V2A4L8,Liquor Primary,Club,225
077430,"BENEVOLENT AND PROTECTIVE ORDER OF ELKS, # 60",231 6TH ST,,COURTENAY,V9N1L9,Liquor Primary,Club,421
070937,"BENEVOLENT AND PROTECTIVE ORDER OF ELKS, # 69",149 STATION ST,BOX 277,DUNCAN,V9L3X3,Liquor Primary,Club,221
073331,"BENEVOLENT AND PROTECTIVE ORDER OF ELKS, # 90",250 HOWARD ST,,KIMBERLEY,V1A2G7,Liquor Primary,Club,266
052939,"BENEVOLENT AND PROTECTIVE ORDER OF ELKS, #267",9725 360TH AVE,,OLIVER,V0H1T0,Liquor Primary,Club,154
045036,"BENEVOLENT AND PROTECTIVE ORDER OF ELKS, #298",202 ANDERSON DR,,QUESNEL,V2J3J9,Liquor Primary,Club,140
003436,"BENEVOLENT AND PROTECTIVE ORDER OF ELKS, #400",5431 - 50 AVE,PO  BOX 295,FORT NELSON,V0C1R0,Liquor Primary,Club,235
121939,"BENEVOLENT AND PROTECTIVE ORDER OF ELKS, NO. 431",1469 GEORGE ST,,WHITE ROCK,V4B4A3,Liquor Primary,Club,300
175895,BENNY'S BAGELS (W. BROADWAY),2503 W  BROADWAY,,VANCOUVER,V6K2E9,Food Primary,,49
128211,BENT MAST,512 SIMCOE ST,,VICTORIA,V8V1L8,Food Primary,,150
133971,BERWICK HOUSE,4062 SHELBOURNE ST,,VICTORIA,V8N3E6,Food Primary,,465
178860,BEST OF INDIA RESTAURANT & SWEETS,36094 - 97TH ST,,OLIVER,V0H1T0,Food Primary,,74
022569,BEST WESTERN INVERMERE INN,1310 7TH AVENUE,,INVERMERE,V0A1K0,Liquor Primary,,255
022658,BEST WESTERN INVERMERE INN,1310 7TH AVENUE,,INVERMERE,V0A1K0,Food Primary,,233
191651,BEST WESTERN INVERMERE INN,1310 7TH AVENUE,,INVERMERE,V0A1K0,Licensee Retail Store,,
066234,BEST WESTERN KINGS INN,5411 KINGSWAY,,BURNABY,V5H2G1,Liquor Primary,,67
070518,BEST WESTERN TERRA NOVA HOTEL,1001 ROSSLAND AVE,,TRAIL,V1R3N7,Food Primary,,330
070539,BEST WESTERN TERRA NOVA HOTEL,1001 ROSSLAND AVE,,TRAIL,V1R3N7,Liquor Primary,,192
194945,BEST WESTERN TERRA NOVA HOTEL,1001 ROSSLAND AVE,,TRAIL,V1R3N7,Licensee Retail Store,,
209961,BEST WOK,968 ALDER ST,,CAMPBELL RIVER,V9W2P9,Food Primary,,100
303917,BG Urban Cafe YVR,"B3421.0, Gate C64, Level 3, Domestic Terminal",3211 Grant McConachie Way,RICHMOND,V7B1Y7,Food Primary,,48
303396,BG Urban Grill,3025 Airport Drive,,KAMLOOPS,V2B7W9,Food Primary,,100
303658,BG Urban Grill Whistler,#8 - 4314 Main Street,,WHISTLER,V0N1B4,Food Primary,,154
140642,BIG LAKE PUB,4213 Likely Hwy,,BIG LAKE,V0L1G0,Liquor Primary,,42
165709,BIG SKY GOLF & COUNTRY CLUB,1690 AIRPORT RD,,PEMBERTON,V0N2L0,Food Primary,,253
129236,BIG WHITE SKI VILLAGE (HAPPY VALLEY DAYLODGE),BIG WHITE MOUNTAIN,,BIG WHITE,V1X4K5,Food Primary,,839
129964,BIG WHITE SKI VILLAGE (HAPPY VALLEY DAYLODGE),BIG WHITE MOUNTAIN,,BIG WHITE,V1X4K5,Liquor Primary,,11
163408,BIG WHITE SKI VILLAGE (WHITE CRYSTAL INN),5325 BIG WHITE RD,,BIG WHITE,V1X4K5,Food Primary,,140
163497,BIG WHITE SKI VILLAGE (WHITE CRYSTAL INN),5325 BIG WHITE RD,,BIG WHITE,V1X4K5,Liquor Primary,,80
186190,BILL COPELAND SPORTS CENTRE,3676 KENSINGTON AVE,,BURNABY,V5B4Z6,Liquor Primary,,3550
119825,BILLY'S FAMILY RESTAURANT,301 VERMILLION AVE,PO BOX 354,PRINCETON,V0X1W0,Food Primary,,100
302250,BIN 941 Tapas Parlour,941 Davie Street,,VANCOUVER,V6Z1B9,Food Primary,,28
109995,BISHOP'S RESTAURANT,2183 W  4TH AVE,,VANCOUVER,V6K1N7,Food Primary,,80
208003,BISTRO SAKANA JAPANESE RESTAURANT ,1123 MAINLAND ST,,VANCOUVER,V6B5P2,Food Primary,,72
301484,BJ's Creek Side Pub,340 Mark Street,,KIMBERLEY,V1A3A1,Liquor Primary,,60
301306,BJ's Restaurant,340 Mark Street,,KIMBERLEY,V1A3A1,Food Primary,,82
304648,BLACK & BLUE,1032 Alberni Street,,VANCOUVER,V6E1A3,Food Primary,,470
175188,BLACK BEAR NEIGHBOURHOOD PUBLIC HOUSE,1177 LYNN VALLEY RD,,NORTH VANCOUVER,V7J2A1,Liquor Primary,,118
051275,BLACK FOREST RESTAURANT,180 ESPLANADE AVE,,HARRISON HOT SPRINGS,V0M1K0,Food Primary,,210
200727,BLACK FOREST STEAK & SCHNITZEL HOUSE (INVERMERE),540 HWY 93/95,P O BOX 2258,INVERMERE,V0A1K0,Food Primary,,270
037072,BLACK SWAN INN,2890 SHAWNIGAN LAKE RD,,SHAWNIGAN LAKE,V0R2W0,Liquor Primary,,118
191693,BLACK SWAN INN,2890 SHAWNIGAN LAKE RD,,SHAWNIGAN LAKE,V0R2W0,Licensee Retail Store,,
204742,BLANSHARD ST. WINERY,100 661 Burnside Road E,,VICTORIA,V8T2X9,UBrew/UVin,,
131816,BLUE DOG CAFE,1213 7TH AVE,,INVERMERE,V0A1K0,Food Primary,,42
130634,BLUE HERON INN,5591 DELTA RD,BOX 387,SECHELT,V0N3A0,Food Primary,,72
210060,BLUE MOOSE,322 WALLACE ST,BOX 669,HOPE,V0X1L0,Food Primary,,101
112490,BLUE PETER PUB,2270 HARBOUR RD,,SIDNEY,V8L2P6,Liquor Primary,,177
200287,BLUE SKY RESTAURANT,477 HWY 97,BOX 2397,100 MILE HOUSE,V0K2E0,Food Primary,,110
217511,BLUE TOQUE DINER & COMESTIBLES,601 1ST AVE,,FERNIE,V0B1M0,Food Primary,,66
188265,BLUE'S BAYOU CAFE,899 MARCHANT RD,,BRENTWOOD BAY,V8M1B5,Food Primary,,101
307261,BLVD Bistro,636 Queensbury Ave.,,NORTH VANCOUVER,V7L3V6,Food Primary,,22
306971,BMO Theatre,162 West 1st Avenue,,VANCOUVER,V5Y0H6,Liquor Primary,,430
